Orginal File Name:,DP-JAMESTEST1-2018_1_1_1448.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_1_1448,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00101101,1,15.095,NaN,NA,NA,
0,00101101,2,15.098,NaN,NA,NA,
1,00101101,3,15.098,NaN,NA,NA,
1,00101101,4,16.1,NaN,NA,NA,
1,00101101,5,16.302,NaN,NA,08160.bmp,A21.bmp,
1,00101101,6,17.304000000000002,NaN,NA,NA,
1,00101101,7,17.830000000000002,0.525,-1,1,
1,10000001,2,17.847,NaN,NA,NA,
2,10000001,3,17.847,NaN,NA,NA,
2,10000001,4,18.851,NaN,NA,NA,
2,10000001,5,19.053,NaN,NA,27220.bmp,A75.bmp,
2,10000001,6,19.554000000000002,NaN,NA,NA,
2,10000001,7,19.971,0.41600000000000004,-1,2,
2,10000001,8,19.971,NaN,NA,NA,
2,00000010,2,22.994,NaN,NA,NA,
3,00000010,3,22.994,NaN,NA,NA,
3,00000010,4,23.995,NaN,NA,NA,
3,00000010,5,24.198,NaN,NA,07004.bmp,A163.bmp,
3,00000010,6,24.698,NaN,NA,NA,
3,00000010,7,25.153000000000002,0.454,-1,1,
3,01110011,2,25.17,NaN,NA,NA,
4,01110011,3,25.17,NaN,NA,NA,
4,01110011,4,26.171,NaN,NA,NA,
4,01110011,5,26.376,NaN,NA,16510.bmp,A29.bmp,
4,01110011,6,26.876,NaN,NA,NA,
4,01110011,7,27.465,0.588,1,1,
4,00000110,2,27.482,NaN,NA,NA,
5,00000110,3,27.482,NaN,NA,NA,
5,00000110,4,28.487000000000002,NaN,NA,NA,
5,00000110,5,28.69,NaN,NA,07018.bmp,A171.bmp,
5,00000110,6,29.191,NaN,NA,NA,
5,00000110,7,29.733,0.541,-1,1,
5,00110100,2,30.867,NaN,NA,NA,
6,00110100,3,30.867,NaN,NA,NA,
6,00110100,4,31.87,NaN,NA,NA,
6,00110100,5,32.072,NaN,NA,02381.bmp,A113.bmp,
6,00110100,6,32.577,NaN,NA,NA,
6,00110100,7,33.096000000000004,0.518,1,1,
6,01000000,2,33.113,NaN,NA,NA,
7,01000000,3,33.113,NaN,NA,NA,
7,01000000,4,34.118,NaN,NA,NA,
7,01000000,5,34.321,NaN,NA,123751.bmp,A225.bmp,
7,01000000,6,34.823,NaN,NA,NA,
7,01000000,7,35.272,0.448,-1,1,
7,01100011,2,35.288000000000004,NaN,NA,NA,
8,01100011,3,35.288000000000004,NaN,NA,NA,
8,01100011,4,36.292,NaN,NA,NA,
8,01100011,5,36.493,NaN,NA,19400.bmp,A321.bmp,
8,01100011,6,36.998,NaN,NA,NA,
8,01100011,7,37.529,0.53,-1,1,
8,00111101,2,37.547000000000004,NaN,NA,NA,
9,00111101,3,37.547000000000004,NaN,NA,NA,
9,00111101,4,38.550000000000004,NaN,NA,NA,
9,00111101,5,38.75,NaN,NA,07010.bmp,A167.bmp,
9,00111101,6,39.752,NaN,NA,NA,
9,00111101,7,40.331,0.577,1,1,
9,01001110,2,40.348,NaN,NA,NA,
10,01001110,3,40.348,NaN,NA,NA,
10,01001110,4,41.349000000000004,NaN,NA,NA,
10,01001110,5,41.553000000000004,NaN,NA,16021.bmp,A27.bmp,
10,01001110,6,42.555,NaN,NA,NA,
10,01001110,7,43.206,0.65,-1,1,
10,01000100,2,43.223,NaN,NA,NA,
11,01000100,3,43.223,NaN,NA,NA,
11,01000100,4,44.226,NaN,NA,NA,
11,01000100,5,44.429,NaN,NA,13230.bmp,A259.bmp,
11,01000100,6,44.932,NaN,NA,NA,
11,01000100,7,45.508,0.5740000000000001,-1,1,
11,01010100,2,45.525,NaN,NA,NA,
12,01010100,3,45.525,NaN,NA,NA,
12,01010100,4,46.526,NaN,NA,NA,
12,01010100,5,46.728,NaN,NA,13100.bmp,A243.bmp,
12,01010100,6,47.231,NaN,NA,NA,
12,01010100,7,47.641,0.40900000000000003,1,2,
12,01010100,8,47.641,NaN,NA,NA,
12,10010000,2,50.662,NaN,NA,NA,
13,10010000,3,50.662,NaN,NA,NA,
13,10010000,4,51.666000000000004,NaN,NA,NA,
13,10010000,5,51.870000000000005,NaN,NA,25982.bmp,A7.bmp,
13,10010000,6,52.371,NaN,NA,NA,
13,10010000,7,52.835,0.463,1,1,
13,00101111,2,52.853,NaN,NA,NA,
14,00101111,3,52.853,NaN,NA,NA,
14,00101111,4,53.856,NaN,NA,NA,
14,00101111,5,54.058,NaN,NA,07547.bmp,A207.bmp,
14,00101111,6,55.06,NaN,NA,NA,
14,00101111,7,55.6,0.539,-1,1,
14,00011010,2,55.617000000000004,NaN,NA,NA,
15,00011010,3,55.617000000000004,NaN,NA,NA,
15,00011010,4,56.622,NaN,NA,NA,
15,00011010,5,56.825,NaN,NA,02493.bmp,A121.bmp,
15,00011010,6,57.828,NaN,NA,NA,
15,00011010,7,58.317,0.488,1,1,
15,01001110,2,58.335,NaN,NA,NA,
16,01001110,3,58.335,NaN,NA,NA,
16,01001110,4,59.34,NaN,NA,NA,
16,01001110,5,59.541000000000004,NaN,NA,13195.bmp,A251.bmp,
16,01001110,6,60.546,NaN,NA,NA,
16,01001110,7,61.092,0.544,-1,1,
16,10100100,2,61.109,NaN,NA,NA,
17,10100100,3,61.109,NaN,NA,NA,
17,10100100,4,62.112,NaN,NA,NA,
17,10100100,5,62.316,NaN,NA,25410.bmp,A51.bmp,
17,10100100,6,62.82,NaN,NA,NA,
17,10100100,7,64.727,1.905,-1,2,
17,10100100,8,64.727,NaN,NA,NA,
17,01000000,2,67.749,NaN,NA,NA,
18,01000000,3,67.749,NaN,NA,NA,
18,01000000,4,68.752,NaN,NA,NA,
18,01000000,5,68.956,NaN,NA,19405.bmp,A323.bmp,
18,01000000,6,69.458,NaN,NA,NA,
18,01000000,7,69.93900000000001,0.47900000000000004,-1,1,
18,01000110,2,69.956,NaN,NA,NA,
19,01000110,3,69.956,NaN,NA,NA,
19,01000110,4,70.96000000000001,NaN,NA,NA,
19,01000110,5,71.161,NaN,NA,16838.bmp,A3.bmp,
19,01000110,6,71.665,NaN,NA,NA,
19,01000110,7,72.282,0.616,-1,1,
19,01110110,2,72.3,NaN,NA,NA,
20,01110110,3,72.3,NaN,NA,NA,
20,01110110,4,73.302,NaN,NA,NA,
20,01110110,5,73.502,NaN,NA,16540.bmp,A291.bmp,
20,01110110,6,74.005,NaN,NA,NA,
20,01110110,7,74.519,0.513,1,1,
20,01111001,2,74.536,NaN,NA,NA,
21,01111001,3,74.536,NaN,NA,NA,
21,01111001,4,75.537,NaN,NA,NA,
21,01111001,5,75.737,NaN,NA,19325.bmp,A319.bmp,
21,01111001,6,76.739,NaN,NA,NA,
21,01111001,7,77.293,0.552,1,1,
21,10000101,2,77.31,NaN,NA,NA,
22,10000101,3,77.31,NaN,NA,NA,
22,10000101,4,78.311,NaN,NA,NA,
22,10000101,5,78.512,NaN,NA,27580.bmp,A91.bmp,
22,10000101,6,79.013,NaN,NA,NA,
22,10000101,7,79.477,0.462,-1,1,
22,10101010,2,79.494,NaN,NA,NA,
23,10101010,3,79.494,NaN,NA,NA,
23,10101010,4,80.499,NaN,NA,NA,
23,10101010,5,80.703,NaN,NA,27270.bmp,A77.bmp,
23,10101010,6,81.70400000000001,NaN,NA,NA,
23,10101010,7,82.234,0.529,-1,1,
23,01111001,2,82.252,NaN,NA,NA,
24,01111001,3,82.252,NaN,NA,NA,
24,01111001,4,83.255,NaN,NA,NA,
24,01111001,5,83.45700000000001,NaN,NA,16300.bmp,A279.bmp,
24,01111001,6,84.45700000000001,NaN,NA,NA,
24,01111001,7,85.024,0.5660000000000001,1,1,
24,00110001,2,85.041,NaN,NA,NA,
25,00110001,3,85.041,NaN,NA,NA,
25,00110001,4,86.044,NaN,NA,NA,
