Orginal File Name:,DP-JT3-2018_2_4_1245.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_2_4_1245,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01111000,1,14.477,NaN,NA,NA,
0,01111000,2,14.479000000000001,NaN,NA,NA,
1,01111000,3,14.479000000000001,NaN,NA,NA,
1,01111000,4,15.485000000000001,NaN,NA,NA,
1,01111000,5,15.686,NaN,NA,16242.bmp,A273.bmp,
1,01111000,6,16.686,NaN,NA,NA,
1,01111000,7,17.609,0.92,1,1,
1,10100110,2,17.621,NaN,NA,NA,
2,10100110,3,17.621,NaN,NA,NA,
2,10100110,4,18.626,NaN,NA,NA,
2,10100110,5,18.830000000000002,NaN,NA,22500.bmp,A383.bmp,
2,10100110,6,19.332,NaN,NA,NA,
2,10100110,7,19.771,0.438,-1,1,
2,10101000,2,19.785,NaN,NA,NA,
3,10101000,3,19.785,NaN,NA,NA,
3,10101000,4,20.787,NaN,NA,NA,
3,10101000,5,20.991,NaN,NA,22222.bmp,A37.bmp,
3,10101000,6,21.992,NaN,NA,NA,
3,10101000,7,22.495,0.501,-1,1,
3,01011011,2,22.507,NaN,NA,NA,
4,01011011,3,22.507,NaN,NA,NA,
4,01011011,4,23.51,NaN,NA,NA,
4,01011011,5,23.712,NaN,NA,13195.bmp,A251.bmp,
4,01011011,6,24.714000000000002,NaN,NA,NA,
4,01011011,7,25.238,0.523,1,1,
4,01101001,2,25.252,NaN,NA,NA,
5,01101001,3,25.252,NaN,NA,NA,
5,01101001,4,26.256,NaN,NA,NA,
5,01101001,5,26.456,NaN,NA,16312.bmp,A281.bmp,
5,01101001,6,27.459,NaN,NA,NA,
5,01101001,7,28.011,0.55,-1,1,
5,00100101,2,28.73,NaN,NA,NA,
6,00100101,3,28.73,NaN,NA,NA,
6,00100101,4,29.735,NaN,NA,NA,
6,00100101,5,29.938000000000002,NaN,NA,02749.bmp,A133.bmp,
6,00100101,6,30.44,NaN,NA,NA,
6,00100101,7,31.012,0.5710000000000001,-1,1,
6,00000101,2,31.024,NaN,NA,NA,
7,00000101,3,31.024,NaN,NA,NA,
7,00000101,4,32.027,NaN,NA,NA,
7,00000101,5,32.229,NaN,NA,08232.bmp,A211.bmp,
7,00000101,6,32.729,NaN,NA,NA,
7,00000101,7,33.230000000000004,0.5,-1,1,
7,01100101,2,33.242,NaN,NA,NA,
8,01100101,3,33.242,NaN,NA,NA,
8,01100101,4,34.247,NaN,NA,NA,
8,01100101,5,34.448,NaN,NA,16563.bmp,A293.bmp,
8,01100101,6,34.951,NaN,NA,NA,
8,01100101,7,35.429,0.47600000000000003,-1,1,
8,00111011,2,35.442,NaN,NA,NA,
9,00111011,3,35.442,NaN,NA,NA,
9,00111011,4,36.446,NaN,NA,NA,
9,00111011,5,36.651,NaN,NA,07547.bmp,A207.bmp,
9,00111011,6,37.653,NaN,NA,NA,
9,00111011,7,38.15,0.495,1,1,
9,00011001,2,38.163000000000004,NaN,NA,NA,
10,00011001,3,38.163000000000004,NaN,NA,NA,
10,00011001,4,39.164,NaN,NA,NA,
10,00011001,5,39.366,NaN,NA,07055.bmp,A185.bmp,
10,00011001,6,40.37,NaN,NA,NA,
10,00011001,7,40.825,0.454,1,1,
