Orginal File Name:,DP-JT3-2018_1_1_1734.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1734,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01011011,1,4.057,NaN,NA,NA,
0,01011011,2,4.057,NaN,NA,NA,
1,01011011,3,4.057,NaN,NA,NA,
1,01011011,4,5.063,NaN,NA,NA,
1,01011011,5,5.267,NaN,NA,13350.bmp,A263.bmp,
1,01011011,6,6.271,NaN,NA,NA,
1,01011011,7,6.86,0.587,1,2,
1,01011011,8,6.86,NaN,NA,NA,
1,10010000,2,9.883000000000001,NaN,NA,NA,
2,10010000,3,9.883000000000001,NaN,NA,NA,
2,10010000,4,10.887,NaN,NA,NA,
2,10010000,5,11.09,NaN,NA,25250.bmp,A47.bmp,
2,10010000,6,11.595,NaN,NA,NA,
2,10010000,7,12.215,0.618,1,1,
2,10001110,2,12.226,NaN,NA,NA,
3,10001110,3,12.226,NaN,NA,NA,
3,10001110,4,13.232000000000001,NaN,NA,NA,
3,10001110,5,13.437000000000001,NaN,NA,25450.bmp,A53.bmp,
3,10001110,6,14.442,NaN,NA,NA,
3,10001110,7,15.030000000000001,0.587,-1,1,
3,00111000,2,15.043000000000001,NaN,NA,NA,
4,00111000,3,15.043000000000001,NaN,NA,NA,
4,00111000,4,16.045,NaN,NA,NA,
4,00111000,5,16.246,NaN,NA,02690.bmp,A13.bmp,
4,00111000,6,17.246,NaN,NA,NA,
4,00111000,7,17.75,0.503,1,1,
4,01000000,2,17.763,NaN,NA,NA,
5,01000000,3,17.763,NaN,NA,NA,
5,01000000,4,18.767,NaN,NA,NA,
5,01000000,5,18.972,NaN,NA,123451.bmp,A223.bmp,
5,01000000,6,19.476,NaN,NA,NA,
5,01000000,7,19.909,0.432,-1,1,
5,10011110,2,20.805,NaN,NA,NA,
6,10011110,3,20.805,NaN,NA,NA,
6,10011110,4,21.809,NaN,NA,NA,
6,10011110,5,22.012,NaN,NA,22630.bmp,A39.bmp,
6,10011110,6,23.017,NaN,NA,NA,
6,10011110,7,23.757,0.739,1,1,
6,00101011,2,23.77,NaN,NA,NA,
7,00101011,3,23.77,NaN,NA,NA,
7,00101011,4,24.773,NaN,NA,NA,
7,00101011,5,24.976,NaN,NA,02480.bmp,A119.bmp,
7,00101011,6,25.98,NaN,NA,NA,
7,00101011,7,26.754,0.773,-1,1,
7,10100110,2,26.767,NaN,NA,NA,
8,10100110,3,26.767,NaN,NA,NA,
8,10100110,4,27.768,NaN,NA,NA,
8,10100110,5,27.97,NaN,NA,22331.bmp,A373.bmp,
8,10100110,6,28.475,NaN,NA,NA,
8,10100110,7,28.874000000000002,0.397,-1,1,
8,00001111,2,28.886,NaN,NA,NA,
9,00001111,3,28.886,NaN,NA,NA,
9,00001111,4,29.887,NaN,NA,NA,
9,00001111,5,30.09,NaN,NA,07003.bmp,A161.bmp,
9,00001111,6,31.091,NaN,NA,NA,
9,00001111,7,31.736,0.644,-1,1,
9,10010001,2,31.749000000000002,NaN,NA,NA,
10,10010001,3,31.749000000000002,NaN,NA,NA,
10,10010001,4,32.754,NaN,NA,NA,
10,10010001,5,32.958,NaN,NA,21600.bmp,A339.bmp,
10,10010001,6,33.458,NaN,NA,NA,
10,10010001,7,33.953,0.494,1,1,
