Orginal File Name:,DP-JT1-2018_2_5_1955.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36,IP: undefined,Time:,2018_2_5_1955,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00001111,1,3.434,NaN,NA,NA,
0,00001111,2,3.435,NaN,NA,NA,
1,00001111,3,3.435,NaN,NA,NA,
1,00001111,4,4.44,NaN,NA,NA,
1,00001111,5,4.643,NaN,NA,02038.bmp,A105.bmp,
1,00001111,6,5.649,NaN,NA,NA,
1,00001111,7,6.208,0.558,-1,1,
1,10001010,2,6.222,NaN,NA,NA,
2,10001010,3,6.222,NaN,NA,NA,
2,10001010,4,7.226,NaN,NA,NA,
2,10001010,5,7.43,NaN,NA,25300.bmp,A5.bmp,
2,10001010,6,8.433,NaN,NA,NA,
2,10001010,7,8.949,0.513,-1,1,
2,10001000,2,8.963000000000001,NaN,NA,NA,
3,10001000,3,8.963000000000001,NaN,NA,NA,
3,10001000,4,9.965,NaN,NA,NA,
3,10001000,5,10.17,NaN,NA,22299.bmp,A371.bmp,
3,10001000,6,11.173,NaN,NA,NA,
3,10001000,7,12.434000000000001,1.258,-1,1,
3,00000000,2,12.448,NaN,NA,NA,
4,00000000,3,12.448,NaN,NA,NA,
4,00000000,4,13.452,NaN,NA,NA,
4,00000000,5,13.653,NaN,NA,05510.bmp,A147.bmp,
4,00000000,6,14.158,NaN,NA,NA,
4,00000000,7,14.579,0.419,-1,1,
4,00001111,2,14.593,NaN,NA,NA,
5,00001111,3,14.593,NaN,NA,NA,
5,00001111,4,15.594000000000001,NaN,NA,NA,
5,00001111,5,15.8,NaN,NA,07255.bmp,A203.bmp,
5,00001111,6,16.806,NaN,NA,NA,
5,00001111,7,17.489,0.682,-1,1,
5,10110011,2,18.150000000000002,NaN,NA,NA,
6,10110011,3,18.150000000000002,NaN,NA,NA,
6,10110011,4,19.152,NaN,NA,NA,
6,10110011,5,19.356,NaN,NA,22630.bmp,A39.bmp,
6,10110011,6,19.857,NaN,NA,NA,
6,10110011,7,20.339000000000002,0.48,1,1,
6,00011011,2,20.352,NaN,NA,NA,
7,00011011,3,20.352,NaN,NA,NA,
7,00011011,4,21.356,NaN,NA,NA,
7,00011011,5,21.559,NaN,NA,02690.bmp,A13.bmp,
7,00011011,6,22.565,NaN,NA,NA,
7,00011011,7,23.081,0.514,1,1,
7,10011000,2,23.094,NaN,NA,NA,
8,10011000,3,23.094,NaN,NA,NA,
8,10011000,4,24.099,NaN,NA,NA,
8,10011000,5,24.301000000000002,NaN,NA,25201.bmp,A43.bmp,
8,10011000,6,25.305,NaN,NA,NA,
8,10011000,7,25.766000000000002,0.459,1,1,
8,00100001,2,25.78,NaN,NA,NA,
9,00100001,3,25.78,NaN,NA,NA,
9,00100001,4,26.781,NaN,NA,NA,
9,00100001,5,26.987000000000002,NaN,NA,02840.bmp,A137.bmp,
9,00100001,6,27.488,NaN,NA,NA,
9,00100001,7,28.035,0.545,-1,1,
9,00010001,2,28.049,NaN,NA,NA,
10,00010001,3,28.049,NaN,NA,NA,
10,00010001,4,29.055,NaN,NA,NA,
10,00010001,5,29.261,NaN,NA,065702.bmp,A157.bmp,
10,00010001,6,29.763,NaN,NA,NA,
10,00010001,7,30.408,0.643,1,1,
