Orginal File Name:,DP-JAMESTEST1-2018_1_2_1733.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1733,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00101101,1,4.587,NaN,NA,NA,
0,00101101,2,4.588,NaN,NA,NA,
1,00101101,3,4.588,NaN,NA,NA,
1,00101101,4,5.589,NaN,NA,NA,
1,00101101,5,5.7940000000000005,NaN,NA,05471.bmp,A145.bmp,
1,00101101,6,6.797,NaN,NA,NA,
1,00101101,7,7.415,0.616,-1,1,
1,00000101,2,7.4270000000000005,NaN,NA,NA,
2,00000101,3,7.4270000000000005,NaN,NA,NA,
2,00000101,4,8.433,NaN,NA,NA,
2,00000101,5,8.636000000000001,NaN,NA,02840.bmp,A137.bmp,
2,00000101,6,9.141,NaN,NA,NA,
2,00000101,7,9.776,0.634,-1,1,
2,00100011,2,9.789,NaN,NA,NA,
3,00100011,3,9.789,NaN,NA,NA,
3,00100011,4,10.793000000000001,NaN,NA,NA,
3,00100011,5,10.996,NaN,NA,06150.bmp,A155.bmp,
3,00100011,6,11.499,NaN,NA,NA,
3,00100011,7,12.02,0.52,-1,1,
3,10100001,2,12.033,NaN,NA,NA,
4,10100001,3,12.033,NaN,NA,NA,
4,10100001,4,13.038,NaN,NA,NA,
4,10100001,5,13.241,NaN,NA,21450.bmp,A335.bmp,
4,10100001,6,13.741,NaN,NA,NA,
4,10100001,7,14.246,0.503,-1,1,
4,10011111,2,14.259,NaN,NA,NA,
5,10011111,3,14.259,NaN,NA,NA,
5,10011111,4,15.26,NaN,NA,NA,
5,10011111,5,15.46,NaN,NA,22209.bmp,A369.bmp,
5,10011111,6,16.461000000000002,NaN,NA,NA,
5,10011111,7,17.081,0.619,1,1,
5,00110001,2,17.779,NaN,NA,NA,
6,00110001,3,17.779,NaN,NA,NA,
6,00110001,4,18.78,NaN,NA,NA,
6,00110001,5,18.98,NaN,NA,07045.bmp,A181.bmp,
6,00110001,6,19.48,NaN,NA,NA,
6,00110001,7,19.965,0.484,1,1,
6,10100111,2,19.978,NaN,NA,NA,
7,10100111,3,19.978,NaN,NA,NA,
7,10100111,4,20.981,NaN,NA,NA,
7,10100111,5,21.185,NaN,NA,21603.bmp,A341.bmp,
7,10100111,6,21.688,NaN,NA,NA,
7,10100111,7,22.189,0.5,-1,1,
7,01111011,2,22.203,NaN,NA,NA,
8,01111011,3,22.203,NaN,NA,NA,
8,01111011,4,23.206,NaN,NA,NA,
8,01111011,5,23.406,NaN,NA,19183.bmp,A309.bmp,
8,01111011,6,24.407,NaN,NA,NA,
8,01111011,7,24.911,0.503,1,1,
8,10100010,2,24.924,NaN,NA,NA,
9,10100010,3,24.924,NaN,NA,NA,
9,10100010,4,25.927,NaN,NA,NA,
9,10100010,5,26.129,NaN,NA,22630.bmp,A39.bmp,
9,10100010,6,26.631,NaN,NA,NA,
9,10100010,7,26.998,0.366,-1,1,
9,01010000,2,27.011,NaN,NA,NA,
10,01010000,3,27.011,NaN,NA,NA,
10,01010000,4,28.015,NaN,NA,NA,
10,01010000,5,28.216,NaN,NA,19185.bmp,A31.bmp,
10,01010000,6,28.722,NaN,NA,NA,
10,01010000,7,29.313,0.59,1,1,
