Orginal File Name:,DP-JAMESTEST1-2018_1_2_1734.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1734,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01010111,1,2.7,NaN,NA,NA,
0,01010111,2,2.701,NaN,NA,NA,
1,01010111,3,2.701,NaN,NA,NA,
1,01010111,4,3.702,NaN,NA,NA,
1,01010111,5,3.907,NaN,NA,16021.bmp,A27.bmp,
1,01010111,6,4.408,NaN,NA,NA,
1,01010111,7,5.603,1.193,1,2,
1,01010111,8,5.603,NaN,NA,NA,
1,01111000,2,8.623,NaN,NA,NA,
2,01111000,3,8.623,NaN,NA,NA,
2,01111000,4,9.626,NaN,NA,NA,
2,01111000,5,9.83,NaN,NA,165701.bmp,A295.bmp,
2,01111000,6,10.832,NaN,NA,NA,
2,01111000,7,11.3,0.467,1,1,
2,10011110,2,11.313,NaN,NA,NA,
3,10011110,3,11.313,NaN,NA,NA,
3,10011110,4,12.315,NaN,NA,NA,
3,10011110,5,12.518,NaN,NA,21750.bmp,A351.bmp,
3,10011110,6,13.521,NaN,NA,NA,
3,10011110,7,14.052,0.529,1,1,
3,01011111,2,14.064,NaN,NA,NA,
4,01011111,3,14.064,NaN,NA,NA,
4,01011111,4,15.069,NaN,NA,NA,
4,01011111,5,15.269,NaN,NA,13220.bmp,A255.bmp,
4,01011111,6,16.271,NaN,NA,NA,
4,01011111,7,16.768,0.496,1,1,
4,01000000,2,16.781,NaN,NA,NA,
5,01000000,3,16.781,NaN,NA,NA,
5,01000000,4,17.783,NaN,NA,NA,
5,01000000,5,17.984,NaN,NA,19043.bmp,A305.bmp,
5,01000000,6,18.484,NaN,NA,NA,
5,01000000,7,18.98,0.495,-1,1,
5,00001101,2,20.06,NaN,NA,NA,
6,00001101,3,20.06,NaN,NA,NA,
6,00001101,4,21.061,NaN,NA,NA,
6,00001101,5,21.265,NaN,NA,07020.bmp,A175.bmp,
6,00001101,6,22.266000000000002,NaN,NA,NA,
6,00001101,7,22.907,0.639,-1,1,
6,01111110,2,22.92,NaN,NA,NA,
7,01111110,3,22.92,NaN,NA,NA,
7,01111110,4,23.922,NaN,NA,NA,
7,01111110,5,24.123,NaN,NA,19325.bmp,A319.bmp,
7,01111110,6,25.124,NaN,NA,NA,
7,01111110,7,25.696,0.5700000000000001,1,1,
7,00001101,2,25.708000000000002,NaN,NA,NA,
8,00001101,3,25.708000000000002,NaN,NA,NA,
8,00001101,4,26.71,NaN,NA,NA,
8,00001101,5,26.914,NaN,NA,02516.bmp,A127.bmp,
8,00001101,6,27.915,NaN,NA,NA,
8,00001101,7,28.403000000000002,0.487,-1,1,
8,00001000,2,28.416,NaN,NA,NA,
9,00001000,3,28.416,NaN,NA,NA,
9,00001000,4,29.417,NaN,NA,NA,
9,00001000,5,29.622,NaN,NA,05740.bmp,A151.bmp,
9,00001000,6,30.627,NaN,NA,NA,
9,00001000,7,30.998,0.37,-1,1,
9,00110011,2,31.011,NaN,NA,NA,
10,00110011,3,31.011,NaN,NA,NA,
10,00110011,4,32.014,NaN,NA,NA,
10,00110011,5,32.215,NaN,NA,07036.bmp,A179.bmp,
10,00110011,6,32.719,NaN,NA,NA,
10,00110011,7,33.125,0.405,1,1,
