Orginal File Name:,DP-JT1-2018_1_3_197.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_1_3_197,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10110011,1,3.406,NaN,NA,NA,
0,10110011,2,3.407,NaN,NA,NA,
1,10110011,3,3.407,NaN,NA,NA,
1,10110011,4,4.408,NaN,NA,NA,
1,10110011,5,4.614,NaN,NA,27320.bmp,A79.bmp,
1,10110011,6,5.118,NaN,NA,NA,
1,10110011,7,5.613,0.494,1,1,
1,00100001,2,5.627,NaN,NA,NA,
2,00100001,3,5.627,NaN,NA,NA,
2,00100001,4,6.628,NaN,NA,NA,
2,00100001,5,6.829,NaN,NA,07010.bmp,A167.bmp,
2,00100001,6,7.333,NaN,NA,NA,
2,00100001,7,7.859,0.525,-1,1,
2,01010001,2,7.873,NaN,NA,NA,
3,01010001,3,7.873,NaN,NA,NA,
3,01010001,4,8.874,NaN,NA,NA,
3,01010001,5,9.08,NaN,NA,16242.bmp,A273.bmp,
3,01010001,6,9.585,NaN,NA,NA,
3,01010001,7,10.073,0.485,1,1,
3,00010000,2,10.086,NaN,NA,NA,
4,00010000,3,10.086,NaN,NA,NA,
4,00010000,4,11.089,NaN,NA,NA,
4,00010000,5,11.296,NaN,NA,07050.bmp,A183.bmp,
4,00010000,6,11.797,NaN,NA,NA,
4,00010000,7,12.348,0.55,1,1,
4,01001111,2,12.361,NaN,NA,NA,
5,01001111,3,12.361,NaN,NA,NA,
5,01001111,4,13.362,NaN,NA,NA,
5,01001111,5,13.564,NaN,NA,12683.bmp,A227.bmp,
5,01001111,6,14.565,NaN,NA,NA,
5,01001111,7,15.236,0.668,-1,1,
5,00111111,2,15.897,NaN,NA,NA,
6,00111111,3,15.897,NaN,NA,NA,
6,00111111,4,16.901,NaN,NA,NA,
6,00111111,5,17.107,NaN,NA,07055.bmp,A185.bmp,
6,00111111,6,18.112000000000002,NaN,NA,NA,
6,00111111,7,18.571,0.458,1,1,
6,10111010,2,18.585,NaN,NA,NA,
7,10111010,3,18.585,NaN,NA,NA,
7,10111010,4,19.586000000000002,NaN,NA,NA,
7,10111010,5,19.791,NaN,NA,25201.bmp,A43.bmp,
7,10111010,6,20.797,NaN,NA,NA,
7,10111010,7,21.265,0.467,1,1,
7,00101011,2,21.279,NaN,NA,NA,
8,00101011,3,21.279,NaN,NA,NA,
8,00101011,4,22.282,NaN,NA,NA,
8,00101011,5,22.484,NaN,NA,02480.bmp,A119.bmp,
8,00101011,6,23.486,NaN,NA,NA,
8,00101011,7,23.947,0.459,-1,1,
8,01000001,2,23.959,NaN,NA,NA,
9,01000001,3,23.959,NaN,NA,NA,
9,01000001,4,24.96,NaN,NA,NA,
9,01000001,5,25.165,NaN,NA,12205.bmp,A221.bmp,
9,01000001,6,25.669,NaN,NA,NA,
9,01000001,7,29.873,4.203,-1,1,
9,10010010,2,29.886,NaN,NA,NA,
10,10010010,3,29.886,NaN,NA,NA,
10,10010010,4,30.888,NaN,NA,NA,
10,10010010,5,31.09,NaN,NA,25220.bmp,A45.bmp,
10,10010010,6,31.594,NaN,NA,NA,
10,10010010,7,37.583,5.987,1,2,
10,10010010,8,37.583,NaN,NA,NA,
