Orginal File Name:,DP-JAMESTEST1-2018_1_2_1742.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1742,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00001101,1,3.003,NaN,NA,NA,
0,00001101,2,3.004,NaN,NA,NA,
1,00001101,3,3.004,NaN,NA,NA,
1,00001101,4,4.008,NaN,NA,NA,
1,00001101,5,4.208,NaN,NA,01645.bmp,A101.bmp,
1,00001101,6,5.2090000000000005,NaN,NA,NA,
1,00001101,7,5.689,0.47900000000000004,-1,1,
1,10010001,2,5.702,NaN,NA,NA,
2,10010001,3,5.702,NaN,NA,NA,
2,10010001,4,6.708,NaN,NA,NA,
2,10010001,5,6.91,NaN,NA,220552.bmp,A361.bmp,
2,10010001,6,7.4110000000000005,NaN,NA,NA,
2,10010001,7,7.838,0.426,1,1,
2,00000101,2,7.852,NaN,NA,NA,
3,00000101,3,7.852,NaN,NA,NA,
3,00000101,4,8.852,NaN,NA,NA,
3,00000101,5,9.056000000000001,NaN,NA,07036.bmp,A179.bmp,
3,00000101,6,9.559000000000001,NaN,NA,NA,
3,00000101,7,10.194,0.634,-1,1,
3,00111011,2,10.207,NaN,NA,NA,
4,00111011,3,10.207,NaN,NA,NA,
4,00111011,4,11.209,NaN,NA,NA,
4,00111011,5,11.414,NaN,NA,07050.bmp,A183.bmp,
4,00111011,6,12.416,NaN,NA,NA,
4,00111011,7,12.972,0.555,1,1,
4,01100111,2,12.985,NaN,NA,NA,
5,01100111,3,12.985,NaN,NA,NA,
5,01100111,4,13.99,NaN,NA,NA,
5,01100111,5,14.19,NaN,NA,19911.bmp,A329.bmp,
5,01100111,6,14.693,NaN,NA,NA,
5,01100111,7,15.328000000000001,0.633,-1,1,
5,00000011,2,16.039,NaN,NA,NA,
6,00000011,3,16.039,NaN,NA,NA,
6,00000011,4,17.042,NaN,NA,NA,
6,00000011,5,17.243000000000002,NaN,NA,01645.bmp,A101.bmp,
6,00000011,6,17.745,NaN,NA,NA,
6,00000011,7,18.296,0.55,-1,2,
6,00000011,8,18.296,NaN,NA,NA,
6,10100111,2,21.316,NaN,NA,NA,
7,10100111,3,21.316,NaN,NA,NA,
7,10100111,4,22.32,NaN,NA,NA,
7,10100111,5,22.524,NaN,NA,22387.bmp,A377.bmp,
7,10100111,6,23.027,NaN,NA,NA,
7,10100111,7,23.496000000000002,0.468,-1,1,
7,10001101,2,23.509,NaN,NA,NA,
8,10001101,3,23.509,NaN,NA,NA,
8,10001101,4,24.511,NaN,NA,NA,
8,10001101,5,24.712,NaN,NA,28191.bmp,A97.bmp,
8,10001101,6,25.717000000000002,NaN,NA,NA,
8,10001101,7,26.154,0.436,-1,1,
8,00111101,2,26.168,NaN,NA,NA,
9,00111101,3,26.168,NaN,NA,NA,
9,00111101,4,27.168,NaN,NA,NA,
9,00111101,5,27.369,NaN,NA,06150.bmp,A155.bmp,
9,00111101,6,28.37,NaN,NA,NA,
9,00111101,7,28.959,0.588,1,1,
9,10101111,2,28.972,NaN,NA,NA,
10,10101111,3,28.972,NaN,NA,NA,
10,10101111,4,29.973,NaN,NA,NA,
10,10101111,5,30.177,NaN,NA,25260.bmp,A49.bmp,
10,10101111,6,31.183,NaN,NA,NA,
10,10101111,7,31.792,0.608,-1,1,
