Orginal File Name:,DP-JT3-2018_1_1_1749.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1749,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00010101,1,4.086,NaN,NA,NA,
0,00010101,2,4.088,NaN,NA,NA,
1,00010101,3,4.088,NaN,NA,NA,
1,00010101,4,5.09,NaN,NA,NA,
1,00010101,5,5.29,NaN,NA,01645.bmp,A101.bmp,
1,00010101,6,5.796,NaN,NA,NA,
1,00010101,7,6.194,0.396,1,1,
1,10010010,2,6.208,NaN,NA,NA,
2,10010010,3,6.208,NaN,NA,NA,
2,10010010,4,7.2090000000000005,NaN,NA,NA,
2,10010010,5,7.4110000000000005,NaN,NA,22395.bmp,A379.bmp,
2,10010010,6,7.915,NaN,NA,NA,
2,10010010,7,8.477,0.561,1,1,
2,01111111,2,8.49,NaN,NA,NA,
3,01111111,3,8.49,NaN,NA,NA,
3,01111111,4,9.491,NaN,NA,NA,
3,01111111,5,9.694,NaN,NA,19300.bmp,A313.bmp,
3,01111111,6,10.694,NaN,NA,NA,
3,01111111,7,11.239,0.542,1,1,
3,00110101,2,11.251,NaN,NA,NA,
4,00110101,3,11.251,NaN,NA,NA,
4,00110101,4,12.252,NaN,NA,NA,
4,00110101,5,12.453,NaN,NA,07055.bmp,A185.bmp,
4,00110101,6,12.958,NaN,NA,NA,
4,00110101,7,13.543000000000001,0.583,1,1,
4,00001011,2,13.555,NaN,NA,NA,
5,00001011,3,13.555,NaN,NA,NA,
5,00001011,4,14.555,NaN,NA,NA,
5,00001011,5,14.759,NaN,NA,07207.bmp,A197.bmp,
5,00001011,6,15.76,NaN,NA,NA,
5,00001011,7,16.514,0.753,-1,1,
5,00011010,2,17.148,NaN,NA,NA,
6,00011010,3,17.148,NaN,NA,NA,
6,00011010,4,18.151,NaN,NA,NA,
6,00011010,5,18.356,NaN,NA,02690.bmp,A13.bmp,
6,00011010,6,19.359,NaN,NA,NA,
6,00011010,7,20.192,0.8320000000000001,1,1,
6,10111101,2,20.205000000000002,NaN,NA,NA,
7,10111101,3,20.205000000000002,NaN,NA,NA,
7,10111101,4,21.209,NaN,NA,NA,
7,10111101,5,21.411,NaN,NA,25622.bmp,A67.bmp,
7,10111101,6,22.417,NaN,NA,NA,
7,10111101,7,22.964000000000002,0.546,1,1,
7,10100010,2,22.977,NaN,NA,NA,
8,10100010,3,22.977,NaN,NA,NA,
8,10100010,4,23.982,NaN,NA,NA,
8,10100010,5,24.184,NaN,NA,25982.bmp,A7.bmp,
8,10100010,6,24.689,NaN,NA,NA,
8,10100010,7,25.077,0.387,-1,1,
8,00000101,2,25.09,NaN,NA,NA,
9,00000101,3,25.09,NaN,NA,NA,
9,00000101,4,26.095,NaN,NA,NA,
9,00000101,5,26.3,NaN,NA,08232.bmp,A211.bmp,
9,00000101,6,26.801000000000002,NaN,NA,NA,
9,00000101,7,27.296,0.495,-1,1,
9,00000010,2,27.311,NaN,NA,NA,
10,00000010,3,27.311,NaN,NA,NA,
10,00000010,4,28.315,NaN,NA,NA,
10,00000010,5,28.52,NaN,NA,06150.bmp,A155.bmp,
10,00000010,6,29.026,NaN,NA,NA,
10,00000010,7,29.591,0.5640000000000001,-1,1,
