Orginal File Name:,DP-JAMESTEST1-2018_1_2_1613.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1613,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10101101,1,6.454,NaN,NA,NA,
0,10101101,2,6.455,NaN,NA,NA,
1,10101101,3,6.455,NaN,NA,NA,
1,10101101,4,7.4590000000000005,NaN,NA,NA,
1,10101101,5,7.659,NaN,NA,262502.bmp,A71.bmp,
1,10101101,6,8.661,NaN,NA,NA,
1,10101101,7,9.165000000000001,0.503,-1,1,
1,00011011,2,9.178,NaN,NA,NA,
2,00011011,3,9.178,NaN,NA,NA,
2,00011011,4,10.179,NaN,NA,NA,
2,00011011,5,10.379,NaN,NA,02214.bmp,A109.bmp,
2,00011011,6,11.38,NaN,NA,NA,
2,00011011,7,11.931000000000001,0.549,1,1,
2,01001110,2,11.945,NaN,NA,NA,
3,01001110,3,11.945,NaN,NA,NA,
3,01001110,4,12.950000000000001,NaN,NA,NA,
3,01001110,5,13.154,NaN,NA,16510.bmp,A29.bmp,
3,01001110,6,14.155000000000001,NaN,NA,NA,
3,01001110,7,14.686,0.53,-1,1,
3,01010101,2,14.699,NaN,NA,NA,
4,01010101,3,14.699,NaN,NA,NA,
4,01010101,4,15.700000000000001,NaN,NA,NA,
4,01010101,5,15.905000000000001,NaN,NA,13103.bmp,A245.bmp,
4,01010101,6,16.408,NaN,NA,NA,
4,01010101,7,16.934,0.525,1,1,
4,01101001,2,16.947,NaN,NA,NA,
5,01101001,3,16.947,NaN,NA,NA,
5,01101001,4,17.952,NaN,NA,NA,
5,01101001,5,18.153,NaN,NA,19325.bmp,A319.bmp,
5,01101001,6,19.153,NaN,NA,NA,
5,01101001,7,19.64,0.486,-1,1,
5,01100111,2,20.491,NaN,NA,NA,
6,01100111,3,20.491,NaN,NA,NA,
6,01100111,4,21.493000000000002,NaN,NA,NA,
6,01100111,5,21.696,NaN,NA,13225.bmp,A257.bmp,
6,01100111,6,22.198,NaN,NA,NA,
6,01100111,7,22.705000000000002,0.506,-1,1,
6,01111110,2,22.717,NaN,NA,NA,
7,01111110,3,22.718,NaN,NA,NA,
7,01111110,4,23.721,NaN,NA,NA,
7,01111110,5,23.925,NaN,NA,129001.bmp,A233.bmp,
7,01111110,6,24.926000000000002,NaN,NA,NA,
7,01111110,7,25.297,0.37,1,1,
7,00110010,2,25.311,NaN,NA,NA,
8,00110010,3,25.311,NaN,NA,NA,
8,00110010,4,26.315,NaN,NA,NA,
8,00110010,5,26.516000000000002,NaN,NA,05920.bmp,A153.bmp,
8,00110010,6,27.017,NaN,NA,NA,
8,00110010,7,27.409,0.391,1,1,
8,01001101,2,27.422,NaN,NA,NA,
9,01001101,3,27.422,NaN,NA,NA,
9,01001101,4,28.427,NaN,NA,NA,
9,01001101,5,28.63,NaN,NA,12703.bmp,A229.bmp,
9,01001101,6,29.631,NaN,NA,NA,
9,01001101,7,30.068,0.436,-1,1,
9,01100000,2,30.080000000000002,NaN,NA,NA,
10,01100000,3,30.080000000000002,NaN,NA,NA,
10,01100000,4,31.081,NaN,NA,NA,
10,01100000,5,31.282,NaN,NA,16021.bmp,A27.bmp,
10,01100000,6,31.787,NaN,NA,NA,
10,01100000,7,32.264,0.47600000000000003,-1,1,
