Orginal File Name:,DP-JT3-2018_1_1_1735.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1735,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01000011,1,3.321,NaN,NA,NA,
0,01000011,2,3.323,NaN,NA,NA,
1,01000011,3,3.323,NaN,NA,NA,
1,01000011,4,4.325,NaN,NA,NA,
1,01000011,5,4.529,NaN,NA,16350.bmp,A285.bmp,
1,01000011,6,5.032,NaN,NA,NA,
1,01000011,7,5.66,0.627,-1,1,
1,00100000,2,5.672,NaN,NA,NA,
2,00100000,3,5.673,NaN,NA,NA,
2,00100000,4,6.673,NaN,NA,NA,
2,00100000,5,6.877,NaN,NA,07055.bmp,A185.bmp,
2,00100000,6,7.382000000000001,NaN,NA,NA,
2,00100000,7,7.891,0.507,-1,1,
2,00010011,2,7.9030000000000005,NaN,NA,NA,
3,00010011,3,7.9030000000000005,NaN,NA,NA,
3,00010011,4,8.906,NaN,NA,NA,
3,00010011,5,9.108,NaN,NA,05510.bmp,A147.bmp,
3,00010011,6,9.61,NaN,NA,NA,
3,00010011,7,10.086,0.47500000000000003,1,1,
3,00010010,2,10.1,NaN,NA,NA,
4,00010010,3,10.1,NaN,NA,NA,
4,00010010,4,11.1,NaN,NA,NA,
4,00010010,5,11.302,NaN,NA,08160.bmp,A21.bmp,
4,00010010,6,11.802,NaN,NA,NA,
4,00010010,7,12.331,0.527,1,1,
4,00001011,2,12.344,NaN,NA,NA,
5,00001011,3,12.344,NaN,NA,NA,
5,00001011,4,13.345,NaN,NA,NA,
5,00001011,5,13.55,NaN,NA,02749.bmp,A133.bmp,
5,00001011,6,14.551,NaN,NA,NA,
5,00001011,7,15.365,0.8130000000000001,-1,1,
5,10100100,2,16.082,NaN,NA,NA,
6,10100100,3,16.082,NaN,NA,NA,
6,10100100,4,17.083000000000002,NaN,NA,NA,
6,10100100,5,17.289,NaN,NA,22395.bmp,A379.bmp,
6,10100100,6,17.794,NaN,NA,NA,
6,10100100,7,18.274,0.48,-1,1,
6,01101011,2,18.287,NaN,NA,NA,
7,01101011,3,18.287,NaN,NA,NA,
7,01101011,4,19.288,NaN,NA,NA,
7,01101011,5,19.491,NaN,NA,19325.bmp,A319.bmp,
7,01101011,6,20.492,NaN,NA,NA,
7,01101011,7,21.029,0.535,-1,1,
7,10011110,2,21.041,NaN,NA,NA,
8,10011110,3,21.041,NaN,NA,NA,
8,10011110,4,22.044,NaN,NA,NA,
8,10011110,5,22.246000000000002,NaN,NA,21410.bmp,A331.bmp,
8,10011110,6,23.25,NaN,NA,NA,
8,10011110,7,23.848,0.596,1,1,
8,01100010,2,23.86,NaN,NA,NA,
9,01100010,3,23.86,NaN,NA,NA,
9,01100010,4,24.863,NaN,NA,NA,
9,01100010,5,25.063,NaN,NA,16021.bmp,A27.bmp,
9,01100010,6,25.565,NaN,NA,NA,
9,01100010,7,25.955000000000002,0.389,-1,1,
9,10011111,2,25.966,NaN,NA,NA,
10,10011111,3,25.966,NaN,NA,NA,
10,10011111,4,26.972,NaN,NA,NA,
10,10011111,5,27.173000000000002,NaN,NA,21440.bmp,A333.bmp,
10,10011111,6,28.176000000000002,NaN,NA,NA,
10,10011111,7,28.662,0.485,1,1,
