Orginal File Name:,DP-JT2-2018_2_4_1628.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36,IP: undefined,Time:,2018_2_4_1628,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10011001,1,2686.98,NaN,NA,NA,
0,10011001,2,2686.981,NaN,NA,NA,
1,10011001,3,2686.981,NaN,NA,NA,
1,10011001,4,2687.985,NaN,NA,NA,
1,10011001,5,2688.189,NaN,NA,28170.bmp,A93.bmp,
1,10011001,6,2689.196,NaN,NA,NA,
1,10011001,7,2689.605,0.40700000000000003,1,1,
1,00001010,2,2689.619,NaN,NA,NA,
2,00001010,3,2689.619,NaN,NA,NA,
2,00001010,4,2690.6240000000003,NaN,NA,NA,
2,00001010,5,2690.8250000000003,NaN,NA,08232.bmp,A211.bmp,
2,00001010,6,2691.828,NaN,NA,NA,
2,00001010,7,2692.27,0.441,-1,1,
2,01000101,2,2692.285,NaN,NA,NA,
3,01000101,3,2692.285,NaN,NA,NA,
3,01000101,4,2693.285,NaN,NA,NA,
3,01000101,5,2693.487,NaN,NA,16350.bmp,A285.bmp,
3,01000101,6,2693.987,NaN,NA,NA,
3,01000101,7,2694.612,0.624,-1,1,
3,01110111,2,2694.626,NaN,NA,NA,
4,01110111,3,2694.626,NaN,NA,NA,
4,01110111,4,2695.629,NaN,NA,NA,
4,01110111,5,2695.835,NaN,NA,165701.bmp,A295.bmp,
4,01110111,6,2696.339,NaN,NA,NA,
4,01110111,7,2696.755,0.41400000000000003,1,1,
4,01010101,2,2696.768,NaN,NA,NA,
5,01010101,3,2696.768,NaN,NA,NA,
5,01010101,4,2697.773,NaN,NA,NA,
5,01010101,5,2697.978,NaN,NA,19295.bmp,A311.bmp,
5,01010101,6,2698.48,NaN,NA,NA,
5,01010101,7,2698.871,0.39,1,1,
5,00011101,2,2699.685,NaN,NA,NA,
6,00011101,3,2699.685,NaN,NA,NA,
6,00011101,4,2700.69,NaN,NA,NA,
6,00011101,5,2700.896,NaN,NA,07211.bmp,A199.bmp,
6,00011101,6,2701.901,NaN,NA,NA,
6,00011101,7,2702.367,0.465,1,1,
6,00001100,2,2702.381,NaN,NA,NA,
7,00001100,3,2702.381,NaN,NA,NA,
7,00001100,4,2703.382,NaN,NA,NA,
7,00001100,5,2703.583,NaN,NA,05740.bmp,A151.bmp,
7,00001100,6,2704.588,NaN,NA,NA,
7,00001100,7,2705.146,0.556,-1,1,
7,01101000,2,2705.16,NaN,NA,NA,
8,01101000,3,2705.16,NaN,NA,NA,
8,01101000,4,2706.1620000000003,NaN,NA,NA,
8,01101000,5,2706.3650000000002,NaN,NA,19295.bmp,A311.bmp,
8,01101000,6,2707.37,NaN,NA,NA,
8,01101000,7,2707.852,0.48,-1,1,
8,10001100,2,2707.866,NaN,NA,NA,
9,10001100,3,2707.866,NaN,NA,NA,
9,10001100,4,2708.867,NaN,NA,NA,
9,10001100,5,2709.072,NaN,NA,27350.bmp,A83.bmp,
9,10001100,6,2710.074,NaN,NA,NA,
9,10001100,7,2710.513,0.438,-1,1,
9,10011110,2,2710.527,NaN,NA,NA,
10,10011110,3,2710.5280000000002,NaN,NA,NA,
10,10011110,4,2711.53,NaN,NA,NA,
10,10011110,5,2711.735,NaN,NA,27570.bmp,A9.bmp,
10,10011110,6,2712.737,NaN,NA,NA,
10,10011110,7,2713.464,0.726,1,1,
