Orginal File Name:,DP-NULL-2018_0_1_1944.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.84 Safari/537.36,Time:,2018_0_1_1944,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00011011,1,24.803,NaN,NA,NA,
0,00011011,2,24.805,NaN,NA,NA,
1,00011011,3,24.805,NaN,NA,NA,
1,00011011,4,25.808,NaN,NA,NA,
1,00011011,5,26.01,NaN,NA,07182.bmp,A178.bmp,
1,00011011,6,27.013,NaN,NA,NA,
1,00011011,7,27.802,0.787,1,2,
1,00011011,8,27.802,NaN,NA,NA,
1,01000001,2,30.827,NaN,NA,NA,
2,01000001,3,30.827,NaN,NA,NA,
2,01000001,4,31.827,NaN,NA,NA,
2,01000001,5,32.029,NaN,NA,13180.bmp,A224.bmp,
2,01000001,6,32.53,NaN,NA,NA,
2,01000001,7,33.02,0.489,-1,1,
2,10111011,2,33.039,NaN,NA,NA,
3,10111011,3,33.039,NaN,NA,NA,
3,10111011,4,34.044000000000004,NaN,NA,NA,
3,10111011,5,34.246,NaN,NA,25875.bmp,A376.bmp,
3,10111011,6,35.249,NaN,NA,NA,
3,10111011,7,36.044000000000004,0.793,1,1,
3,00010010,2,36.061,NaN,NA,NA,
4,00010010,3,36.062,NaN,NA,NA,
4,00010010,4,37.063,NaN,NA,NA,
4,00010010,5,37.266,NaN,NA,07487.bmp,A196.bmp,
4,00010010,6,37.767,NaN,NA,NA,
4,00010010,7,38.399,0.63,1,2,
4,00010010,8,38.399,NaN,NA,NA,
4,00100001,2,41.423,NaN,NA,NA,
5,00100001,3,41.423,NaN,NA,NA,
5,00100001,4,42.427,NaN,NA,NA,
5,00100001,5,42.63,NaN,NA,02514.bmp,A128.bmp,
5,00100001,6,43.134,NaN,NA,NA,
5,00100001,7,43.781,0.645,-1,1,
5,00000001,2,46.593,NaN,NA,NA,
6,00000001,3,46.593,NaN,NA,NA,
6,00000001,4,47.594,NaN,NA,NA,
6,00000001,5,47.799,NaN,NA,07632.bmp,A20.bmp,
6,00000001,6,48.302,NaN,NA,NA,
6,00000001,7,48.688,0.385,-1,1,
6,00011001,2,48.706,NaN,NA,NA,
7,00011001,3,48.706,NaN,NA,NA,
7,00011001,4,49.711,NaN,NA,NA,
