Orginal File Name:,DP-JT2-2018_2_4_1615.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_2_4_1615,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00110000,1,3.419,NaN,NA,NA,
0,00110000,2,3.42,NaN,NA,NA,
1,00110000,3,3.42,NaN,NA,NA,
1,00110000,4,4.422,NaN,NA,NA,
1,00110000,5,4.628,NaN,NA,02512.bmp,A125.bmp,
1,00110000,6,5.133,NaN,NA,NA,
1,00110000,7,7.263,2.1270000000000002,1,2,
1,00110000,8,7.263,NaN,NA,NA,
1,00101101,2,10.284,NaN,NA,NA,
2,00101101,3,10.284,NaN,NA,NA,
2,00101101,4,11.285,NaN,NA,NA,
2,00101101,5,11.486,NaN,NA,07050.bmp,A183.bmp,
2,00101101,6,12.491,NaN,NA,NA,
2,00101101,7,13.449,0.9550000000000001,-1,1,
2,00111000,2,13.463000000000001,NaN,NA,NA,
3,00111000,3,13.463000000000001,NaN,NA,NA,
3,00111000,4,14.465,NaN,NA,NA,
3,00111000,5,14.665000000000001,NaN,NA,05510.bmp,A147.bmp,
3,00111000,6,15.667,NaN,NA,NA,
3,00111000,7,16.208000000000002,0.54,1,1,
3,00001100,2,16.223,NaN,NA,NA,
4,00001100,3,16.223,NaN,NA,NA,
4,00001100,4,17.224,NaN,NA,NA,
4,00001100,5,17.427,NaN,NA,09700.bmp,A213.bmp,
4,00001100,6,18.433,NaN,NA,NA,
4,00001100,7,18.903,0.468,-1,1,
4,10010000,2,18.917,NaN,NA,NA,
5,10010000,3,18.917,NaN,NA,NA,
5,10010000,4,19.92,NaN,NA,NA,
5,10010000,5,20.124,NaN,NA,21750.bmp,A351.bmp,
5,10010000,6,20.63,NaN,NA,NA,
5,10010000,7,21.126,0.495,1,1,
5,00000000,2,21.834,NaN,NA,NA,
6,00000000,3,21.834,NaN,NA,NA,
6,00000000,4,22.835,NaN,NA,NA,
6,00000000,5,23.041,NaN,NA,07211.bmp,A199.bmp,
6,00000000,6,23.542,NaN,NA,NA,
6,00000000,7,24.052,0.508,-1,1,
6,01011000,2,24.067,NaN,NA,NA,
7,01011000,3,24.067,NaN,NA,NA,
7,01011000,4,25.07,NaN,NA,NA,
7,01011000,5,25.277,NaN,NA,16563.bmp,A293.bmp,
7,01011000,6,26.277,NaN,NA,NA,
7,01011000,7,26.395,0.117,1,1,
7,10000100,2,26.408,NaN,NA,NA,
8,10000100,3,26.408,NaN,NA,NA,
8,10000100,4,27.412,NaN,NA,NA,
8,10000100,5,27.618000000000002,NaN,NA,27350.bmp,A83.bmp,
8,10000100,6,28.122,NaN,NA,NA,
8,10000100,7,28.554000000000002,0.43,-1,1,
8,00010111,2,28.567,NaN,NA,NA,
9,00010111,3,28.567,NaN,NA,NA,
9,00010111,4,29.57,NaN,NA,NA,
9,00010111,5,29.774,NaN,NA,02690.bmp,A13.bmp,
9,00010111,6,30.275000000000002,NaN,NA,NA,
9,00010111,7,30.757,0.481,1,1,
9,01011111,2,30.772000000000002,NaN,NA,NA,
10,01011111,3,30.772000000000002,NaN,NA,NA,
10,01011111,4,31.773,NaN,NA,NA,
10,01011111,5,31.976,NaN,NA,13215.bmp,A253.bmp,
10,01011111,6,32.979,NaN,NA,NA,
10,01011111,7,33.398,0.418,1,1,
