Orginal File Name:,DP-JAMESTEST1-2018_1_2_1652.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1652,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00000011,1,3.729,NaN,NA,NA,
0,00000011,2,3.73,NaN,NA,NA,
1,00000011,3,3.731,NaN,NA,NA,
1,00000011,4,4.732,NaN,NA,NA,
1,00000011,5,4.936,NaN,NA,02516.bmp,A127.bmp,
1,00000011,6,5.437,NaN,NA,NA,
1,00000011,7,5.952,0.513,-1,1,
1,01111101,2,5.965,NaN,NA,NA,
2,01111101,3,5.965,NaN,NA,NA,
2,01111101,4,6.9670000000000005,NaN,NA,NA,
2,01111101,5,7.172,NaN,NA,12095.bmp,A217.bmp,
2,01111101,6,8.174,NaN,NA,NA,
2,01111101,7,8.637,0.461,1,1,
2,10011101,2,8.649000000000001,NaN,NA,NA,
3,10011101,3,8.649000000000001,NaN,NA,NA,
3,10011101,4,9.653,NaN,NA,NA,
3,10011101,5,9.854000000000001,NaN,NA,28191.bmp,A97.bmp,
3,10011101,6,10.855,NaN,NA,NA,
3,10011101,7,11.288,0.432,1,1,
3,10101001,2,11.301,NaN,NA,NA,
4,10101001,3,11.301,NaN,NA,NA,
4,10101001,4,12.306000000000001,NaN,NA,NA,
4,10101001,5,12.511000000000001,NaN,NA,22500.bmp,A383.bmp,
4,10101001,6,13.515,NaN,NA,NA,
4,10101001,7,14.246,0.73,-1,1,
4,00100000,2,14.26,NaN,NA,NA,
5,00100000,3,14.26,NaN,NA,NA,
5,00100000,4,15.263,NaN,NA,NA,
5,00100000,5,15.464,NaN,NA,07050.bmp,A183.bmp,
5,00100000,6,15.965,NaN,NA,NA,
5,00100000,7,16.707,0.741,-1,1,
5,10011010,2,17.615000000000002,NaN,NA,NA,
6,10011010,3,17.615000000000002,NaN,NA,NA,
6,10011010,4,18.617,NaN,NA,NA,
6,10011010,5,18.819,NaN,NA,22222.bmp,A37.bmp,
6,10011010,6,19.819,NaN,NA,NA,
6,10011010,7,20.491,0.67,1,1,
6,10000001,2,20.503,NaN,NA,NA,
7,10000001,3,20.503,NaN,NA,NA,
7,10000001,4,21.51,NaN,NA,NA,
7,10000001,5,21.714000000000002,NaN,NA,22209.bmp,A369.bmp,
7,10000001,6,22.216,NaN,NA,NA,
7,10000001,7,22.881,0.664,-1,1,
7,00101001,2,22.894000000000002,NaN,NA,NA,
8,00101001,3,22.894000000000002,NaN,NA,NA,
8,00101001,4,23.899,NaN,NA,NA,
8,00101001,5,24.101,NaN,NA,07211.bmp,A199.bmp,
8,00101001,6,25.102,NaN,NA,NA,
8,00101001,7,25.848,0.745,-1,1,
8,10111110,2,25.86,NaN,NA,NA,
9,10111110,3,25.86,NaN,NA,NA,
9,10111110,4,26.861,NaN,NA,NA,
9,10111110,5,27.064,NaN,NA,27475.bmp,A87.bmp,
9,10111110,6,28.066,NaN,NA,NA,
9,10111110,7,28.746000000000002,0.679,1,1,
9,00101111,2,28.759,NaN,NA,NA,
10,00101111,3,28.759,NaN,NA,NA,
10,00101111,4,29.761,NaN,NA,NA,
10,00101111,5,29.966,NaN,NA,05534.bmp,A149.bmp,
10,00101111,6,30.970000000000002,NaN,NA,NA,
10,00101111,7,31.481,0.51,-1,1,
