Orginal File Name:,DP-JT1-2018_1_3_1855.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_1_3_1855,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00011011,1,13.952,NaN,NA,NA,
0,00011011,2,13.954,NaN,NA,NA,
1,00011011,3,13.954,NaN,NA,NA,
1,00011011,4,14.958,NaN,NA,NA,
1,00011011,5,15.16,NaN,NA,05920.bmp,A153.bmp,
1,00011011,6,16.162,NaN,NA,NA,
1,00011011,7,17.125,0.962,1,1,
1,00110101,2,17.14,NaN,NA,NA,
2,00110101,3,17.14,NaN,NA,NA,
2,00110101,4,18.14,NaN,NA,NA,
2,00110101,5,18.344,NaN,NA,07055.bmp,A185.bmp,
2,00110101,6,18.848,NaN,NA,NA,
2,00110101,7,19.365000000000002,0.516,1,1,
2,00110111,2,19.379,NaN,NA,NA,
3,00110111,3,19.379,NaN,NA,NA,
3,00110111,4,20.381,NaN,NA,NA,
3,00110111,5,20.588,NaN,NA,07010.bmp,A167.bmp,
3,00110111,6,21.089000000000002,NaN,NA,NA,
3,00110111,7,21.712,0.621,1,1,
3,00110110,2,21.725,NaN,NA,NA,
4,00110110,3,21.725,NaN,NA,NA,
4,00110110,4,22.727,NaN,NA,NA,
4,00110110,5,22.932000000000002,NaN,NA,07830.bmp,A209.bmp,
4,00110110,6,23.437,NaN,NA,NA,
4,00110110,7,23.889,0.451,1,1,
4,01101101,2,23.903000000000002,NaN,NA,NA,
5,01101101,3,23.903000000000002,NaN,NA,NA,
5,01101101,4,24.909,NaN,NA,NA,
5,01101101,5,25.112000000000002,NaN,NA,13103.bmp,A245.bmp,
5,01101101,6,26.116,NaN,NA,NA,
5,01101101,7,26.916,0.799,-1,1,
5,01000101,2,27.723,NaN,NA,NA,
6,01000101,3,27.723,NaN,NA,NA,
6,01000101,4,28.727,NaN,NA,NA,
6,01000101,5,28.933,NaN,NA,12205.bmp,A221.bmp,
6,01000101,6,29.438000000000002,NaN,NA,NA,
6,01000101,7,29.993000000000002,0.554,-1,1,
6,10100101,2,30.008,NaN,NA,NA,
7,10100101,3,30.008,NaN,NA,NA,
7,10100101,4,31.014,NaN,NA,NA,
7,10100101,5,31.218,NaN,NA,22092.bmp,A367.bmp,
7,10100101,6,31.721,NaN,NA,NA,
7,10100101,7,32.342,0.619,-1,1,
7,01100001,2,32.355000000000004,NaN,NA,NA,
8,01100001,3,32.355000000000004,NaN,NA,NA,
8,01100001,4,33.357,NaN,NA,NA,
8,01100001,5,33.563,NaN,NA,13191.bmp,A25.bmp,
8,01100001,6,34.063,NaN,NA,NA,
8,01100001,7,34.651,0.587,-1,1,
8,01001101,2,34.665,NaN,NA,NA,
9,01001101,3,34.665,NaN,NA,NA,
9,01001101,4,35.67,NaN,NA,NA,
9,01001101,5,35.871,NaN,NA,123451.bmp,A223.bmp,
9,01001101,6,36.874,NaN,NA,NA,
9,01001101,7,37.324,0.449,-1,1,
9,01011001,2,37.337,NaN,NA,NA,
10,01011001,3,37.337,NaN,NA,NA,
10,01011001,4,38.342,NaN,NA,NA,
10,01011001,5,38.544000000000004,NaN,NA,16242.bmp,A273.bmp,
10,01011001,6,39.545,NaN,NA,NA,
10,01011001,7,40.085,0.539,1,1,
