Orginal File Name:,DP-JT3-2018_1_1_1740.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1740,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10000010,1,4.613,NaN,NA,NA,
0,10000010,2,4.614,NaN,NA,NA,
1,10000010,3,4.614,NaN,NA,NA,
1,10000010,4,5.6160000000000005,NaN,NA,NA,
1,10000010,5,5.817,NaN,NA,22222.bmp,A37.bmp,
1,10000010,6,6.3180000000000005,NaN,NA,NA,
1,10000010,7,6.7860000000000005,0.467,-1,1,
1,10100011,2,6.799,NaN,NA,NA,
2,10100011,3,6.799,NaN,NA,NA,
2,10100011,4,7.803,NaN,NA,NA,
2,10100011,5,8.009,NaN,NA,25621.bmp,A65.bmp,
2,10100011,6,8.513,NaN,NA,NA,
2,10100011,7,9.069,0.555,-1,1,
2,01000111,2,9.08,NaN,NA,NA,
3,01000111,3,9.08,NaN,NA,NA,
3,01000111,4,10.082,NaN,NA,NA,
3,01000111,5,10.287,NaN,NA,19183.bmp,A309.bmp,
3,01000111,6,10.792,NaN,NA,NA,
3,01000111,7,11.307,0.514,-1,1,
3,01110000,2,11.32,NaN,NA,NA,
4,01110000,3,11.32,NaN,NA,NA,
4,01110000,4,12.326,NaN,NA,NA,
4,01110000,5,12.527000000000001,NaN,NA,17380.bmp,A301.bmp,
4,01110000,6,13.032,NaN,NA,NA,
4,01110000,7,13.642,0.609,1,1,
4,01010111,2,13.655000000000001,NaN,NA,NA,
5,01010111,3,13.655000000000001,NaN,NA,NA,
5,01010111,4,14.66,NaN,NA,NA,
5,01010111,5,14.865,NaN,NA,16510.bmp,A29.bmp,
5,01010111,6,15.370000000000001,NaN,NA,NA,
5,01010111,7,15.841000000000001,0.46900000000000003,1,1,
5,10110011,2,16.863,NaN,NA,NA,
6,10110011,3,16.863,NaN,NA,NA,
6,10110011,4,17.863,NaN,NA,NA,
6,10110011,5,18.066,NaN,NA,25300.bmp,A5.bmp,
6,10110011,6,18.568,NaN,NA,NA,
6,10110011,7,19.018,0.448,1,1,
6,01100001,2,19.031,NaN,NA,NA,
7,01100001,3,19.031,NaN,NA,NA,
7,01100001,4,20.035,NaN,NA,NA,
7,01100001,5,20.241,NaN,NA,123751.bmp,A225.bmp,
7,01100001,6,20.742,NaN,NA,NA,
7,01100001,7,21.233,0.489,-1,1,
7,01110101,2,21.246000000000002,NaN,NA,NA,
8,01110101,3,21.246000000000002,NaN,NA,NA,
8,01110101,4,22.252,NaN,NA,NA,
8,01110101,5,22.457,NaN,NA,12141.bmp,A219.bmp,
8,01110101,6,22.958000000000002,NaN,NA,NA,
8,01110101,7,23.503,0.543,1,1,
8,10001101,2,23.517,NaN,NA,NA,
9,10001101,3,23.517,NaN,NA,NA,
9,10001101,4,24.52,NaN,NA,NA,
9,10001101,5,24.724,NaN,NA,22040.bmp,A357.bmp,
9,10001101,6,25.727,NaN,NA,NA,
9,10001101,7,26.538,0.81,-1,1,
9,01111110,2,26.551000000000002,NaN,NA,NA,
10,01111110,3,26.551000000000002,NaN,NA,NA,
10,01111110,4,27.556,NaN,NA,NA,
10,01111110,5,27.759,NaN,NA,12141.bmp,A219.bmp,
10,01111110,6,28.764,NaN,NA,NA,
10,01111110,7,29.336000000000002,0.5700000000000001,1,1,
