Orginal File Name:,DP-JT3-2018_1_1_1736.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1736,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00111111,1,3.72,NaN,NA,NA,
0,00111111,2,3.722,NaN,NA,NA,
1,00111111,3,3.722,NaN,NA,NA,
1,00111111,4,4.722,NaN,NA,NA,
1,00111111,5,4.924,NaN,NA,07160.bmp,A189.bmp,
1,00111111,6,5.926,NaN,NA,NA,
1,00111111,7,6.384,0.456,1,1,
1,10110100,2,6.396,NaN,NA,NA,
2,10110100,3,6.396,NaN,NA,NA,
2,10110100,4,7.399,NaN,NA,NA,
2,10110100,5,7.601,NaN,NA,27570.bmp,A9.bmp,
2,10110100,6,8.107,NaN,NA,NA,
2,10110100,7,8.777000000000001,0.67,1,1,
2,10010010,2,8.791,NaN,NA,NA,
3,10010010,3,8.791,NaN,NA,NA,
3,10010010,4,9.793000000000001,NaN,NA,NA,
3,10010010,5,9.995000000000001,NaN,NA,27270.bmp,A77.bmp,
3,10010010,6,10.5,NaN,NA,NA,
3,10010010,7,10.999,0.498,1,1,
3,01100010,2,11.012,NaN,NA,NA,
4,01100010,3,11.012,NaN,NA,NA,
4,01100010,4,12.016,NaN,NA,NA,
4,01100010,5,12.22,NaN,NA,19183.bmp,A309.bmp,
4,01100010,6,12.721,NaN,NA,NA,
4,01100010,7,13.139000000000001,0.41600000000000004,-1,1,
4,00100010,2,13.153,NaN,NA,NA,
5,00100010,3,13.153,NaN,NA,NA,
5,00100010,4,14.153,NaN,NA,NA,
5,00100010,5,14.355,NaN,NA,05534.bmp,A149.bmp,
5,00100010,6,14.861,NaN,NA,NA,
5,00100010,7,15.655000000000001,0.793,-1,2,
5,00100010,8,15.655000000000001,NaN,NA,NA,
5,01110000,2,19.473,NaN,NA,NA,
6,01110000,3,19.473,NaN,NA,NA,
6,01110000,4,20.476,NaN,NA,NA,
6,01110000,5,20.682000000000002,NaN,NA,19300.bmp,A313.bmp,
6,01110000,6,21.182000000000002,NaN,NA,NA,
6,01110000,7,21.638,0.455,1,1,
6,01011111,2,21.651,NaN,NA,NA,
7,01011111,3,21.651,NaN,NA,NA,
7,01011111,4,22.653000000000002,NaN,NA,NA,
7,01011111,5,22.857,NaN,NA,16821.bmp,A297.bmp,
7,01011111,6,23.86,NaN,NA,NA,
7,01011111,7,24.414,0.553,1,1,
7,10000001,2,24.426000000000002,NaN,NA,NA,
8,10000001,3,24.426000000000002,NaN,NA,NA,
8,10000001,4,25.431,NaN,NA,NA,
8,10000001,5,25.634,NaN,NA,25450.bmp,A53.bmp,
8,10000001,6,26.138,NaN,NA,NA,
8,10000001,7,26.765,0.626,-1,1,
8,00110001,2,26.778000000000002,NaN,NA,NA,
9,00110001,3,26.778000000000002,NaN,NA,NA,
9,00110001,4,27.783,NaN,NA,NA,
9,00110001,5,27.986,NaN,NA,01645.bmp,A101.bmp,
9,00110001,6,28.488,NaN,NA,NA,
9,00110001,7,28.969,0.47900000000000004,1,1,
9,00011101,2,28.982,NaN,NA,NA,
10,00011101,3,28.982,NaN,NA,NA,
10,00011101,4,29.986,NaN,NA,NA,
10,00011101,5,30.191,NaN,NA,08232.bmp,A211.bmp,
10,00011101,6,31.194,NaN,NA,NA,
10,00011101,7,31.651,0.457,1,1,
