Orginal File Name:,DP-JT5-2018_2_5_1655.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36,IP: undefined,Time:,2018_2_5_1655,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00001001,1,4.583,NaN,NA,NA,
0,00001001,2,4.5840000000000005,NaN,NA,NA,
1,00001001,3,4.5840000000000005,NaN,NA,NA,
1,00001001,4,5.588,NaN,NA,NA,
1,00001001,5,5.79,NaN,NA,07020.bmp,A175.bmp,
1,00001001,6,6.793,NaN,NA,NA,
1,00001001,7,7.224,0.429,-1,1,
1,10100101,2,7.238,NaN,NA,NA,
2,10100101,3,7.238,NaN,NA,NA,
2,10100101,4,8.239,NaN,NA,NA,
2,10100101,5,8.443,NaN,NA,25593.bmp,A61.bmp,
2,10100101,6,8.946,NaN,NA,NA,
2,10100101,7,9.342,0.394,-1,1,
2,01011010,2,9.357,NaN,NA,NA,
3,01011010,3,9.357,NaN,NA,NA,
3,01011010,4,10.363,NaN,NA,NA,
3,01011010,5,10.568,NaN,NA,13181.bmp,A249.bmp,
3,01011010,6,11.57,NaN,NA,NA,
3,01011010,7,12.143,0.5700000000000001,1,1,
3,01011110,2,12.157,NaN,NA,NA,
4,01011110,3,12.157,NaN,NA,NA,
4,01011110,4,13.159,NaN,NA,NA,
4,01011110,5,13.363,NaN,NA,13150.bmp,A247.bmp,
4,01011110,6,14.366,NaN,NA,NA,
4,01011110,7,14.575000000000001,0.20700000000000002,1,1,
4,01011000,2,14.589,NaN,NA,NA,
5,01011000,3,14.589,NaN,NA,NA,
5,01011000,4,15.593,NaN,NA,NA,
5,01011000,5,15.797,NaN,NA,19911.bmp,A329.bmp,
5,01011000,6,16.8,NaN,NA,NA,
5,01011000,7,16.831,0.03,1,1,
5,01101011,2,17.532,NaN,NA,NA,
6,01101011,3,17.532,NaN,NA,NA,
6,01101011,4,18.534,NaN,NA,NA,
6,01101011,5,18.740000000000002,NaN,NA,16540.bmp,A291.bmp,
6,01101011,6,19.743000000000002,NaN,NA,NA,
6,01101011,7,20.219,0.47500000000000003,-1,1,
6,10110010,2,20.233,NaN,NA,NA,
7,10110010,3,20.233,NaN,NA,NA,
7,10110010,4,21.234,NaN,NA,NA,
7,10110010,5,21.439,NaN,NA,28178.bmp,A95.bmp,
7,10110010,6,21.944,NaN,NA,NA,
7,10110010,7,22.35,0.405,1,1,
7,10101001,2,22.365000000000002,NaN,NA,NA,
8,10101001,3,22.365000000000002,NaN,NA,NA,
8,10101001,4,23.371000000000002,NaN,NA,NA,
8,10101001,5,23.575,NaN,NA,22040.bmp,A357.bmp,
8,10101001,6,24.580000000000002,NaN,NA,NA,
8,10101001,7,25.133,0.551,-1,1,
8,10010100,2,25.146,NaN,NA,NA,
9,10010100,3,25.146,NaN,NA,NA,
9,10010100,4,26.149,NaN,NA,NA,
9,10010100,5,26.354,NaN,NA,21750.bmp,A351.bmp,
9,10010100,6,26.858,NaN,NA,NA,
9,10010100,7,27.347,0.488,1,1,
9,01011110,2,27.36,NaN,NA,NA,
10,01011110,3,27.361,NaN,NA,NA,
10,01011110,4,28.366,NaN,NA,NA,
10,01011110,5,28.572,NaN,NA,16415.bmp,A289.bmp,
10,01011110,6,29.578,NaN,NA,NA,
10,01011110,7,30.143,0.5640000000000001,1,1,
