Orginal File Name:,DP-JT3-2018_1_1_1739.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1739,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01111000,1,3.988,NaN,NA,NA,
0,01111000,2,3.989,NaN,NA,NA,
1,01111000,3,3.989,NaN,NA,NA,
1,01111000,4,4.99,NaN,NA,NA,
1,01111000,5,5.196,NaN,NA,16563.bmp,A293.bmp,
1,01111000,6,6.198,NaN,NA,NA,
1,01111000,7,6.784,0.585,1,1,
1,01101001,2,6.798,NaN,NA,NA,
2,01101001,3,6.798,NaN,NA,NA,
2,01101001,4,7.8020000000000005,NaN,NA,NA,
2,01101001,5,8.008000000000001,NaN,NA,12683.bmp,A227.bmp,
2,01101001,6,9.01,NaN,NA,NA,
2,01101001,7,9.56,0.548,-1,1,
2,01010101,2,9.573,NaN,NA,NA,
3,01010101,3,9.573,NaN,NA,NA,
3,01010101,4,10.577,NaN,NA,NA,
3,01010101,5,10.779,NaN,NA,13181.bmp,A249.bmp,
3,01010101,6,11.28,NaN,NA,NA,
3,01010101,7,11.719,0.437,1,1,
3,01000100,2,11.732000000000001,NaN,NA,NA,
4,01000100,3,11.732000000000001,NaN,NA,NA,
4,01000100,4,12.733,NaN,NA,NA,
4,01000100,5,12.935,NaN,NA,12141.bmp,A219.bmp,
4,01000100,6,13.436,NaN,NA,NA,
4,01000100,7,13.865,0.427,-1,1,
4,01101110,2,13.878,NaN,NA,NA,
5,01101110,3,13.878,NaN,NA,NA,
5,01101110,4,14.879,NaN,NA,NA,
5,01101110,5,15.08,NaN,NA,12205.bmp,A221.bmp,
5,01101110,6,16.081,NaN,NA,NA,
5,01101110,7,16.553,0.47100000000000003,-1,1,
5,00100110,2,17.248,NaN,NA,NA,
6,00100110,3,17.248,NaN,NA,NA,
6,00100110,4,18.252,NaN,NA,NA,
6,00100110,5,18.458000000000002,NaN,NA,02309.bmp,A111.bmp,
6,00100110,6,18.962,NaN,NA,NA,
6,00100110,7,19.467,0.503,-1,1,
6,10101110,2,19.479,NaN,NA,NA,
7,10101110,3,19.479,NaN,NA,NA,
7,10101110,4,20.482,NaN,NA,NA,
7,10101110,5,20.686,NaN,NA,27472.bmp,A85.bmp,
7,10101110,6,21.69,NaN,NA,NA,
7,10101110,7,22.163,0.47100000000000003,-1,1,
7,01010000,2,22.176000000000002,NaN,NA,NA,
8,01010000,3,22.176000000000002,NaN,NA,NA,
8,01010000,4,23.179000000000002,NaN,NA,NA,
8,01010000,5,23.38,NaN,NA,16300.bmp,A279.bmp,
8,01010000,6,23.883,NaN,NA,NA,
8,01010000,7,24.417,0.533,1,1,
8,10100101,2,24.431,NaN,NA,NA,
9,10100101,3,24.431,NaN,NA,NA,
9,10100101,4,25.434,NaN,NA,NA,
9,10100101,5,25.635,NaN,NA,25480.bmp,A57.bmp,
9,10100101,6,26.136,NaN,NA,NA,
9,10100101,7,26.71,0.5720000000000001,-1,1,
9,10101010,2,26.723,NaN,NA,NA,
10,10101010,3,26.723,NaN,NA,NA,
10,10101010,4,27.728,NaN,NA,NA,
10,10101010,5,27.934,NaN,NA,22000.bmp,A355.bmp,
10,10101010,6,28.936,NaN,NA,NA,
10,10101010,7,29.361,0.424,-1,1,
