Orginal File Name:,DP-JT1-2018_1_3_2016.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_1_3_2016,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01010110,1,3.4010000000000002,NaN,NA,NA,
0,01010110,2,3.402,NaN,NA,NA,
1,01010110,3,3.402,NaN,NA,NA,
1,01010110,4,4.408,NaN,NA,NA,
1,01010110,5,4.61,NaN,NA,12053.bmp,A215.bmp,
1,01010110,6,5.111,NaN,NA,NA,
1,01010110,7,6.97,1.858,1,2,
1,01010110,8,6.97,NaN,NA,NA,
1,10100010,2,9.992,NaN,NA,NA,
2,10100010,3,9.993,NaN,NA,NA,
2,10100010,4,10.998000000000001,NaN,NA,NA,
2,10100010,5,11.199,NaN,NA,22395.bmp,A379.bmp,
2,10100010,6,11.700000000000001,NaN,NA,NA,
2,10100010,7,12.138,0.437,-1,1,
2,00111001,2,12.151,NaN,NA,NA,
3,00111001,3,12.151,NaN,NA,NA,
3,00111001,4,13.153,NaN,NA,NA,
3,00111001,5,13.357000000000001,NaN,NA,02493.bmp,A121.bmp,
3,00111001,6,14.361,NaN,NA,NA,
3,00111001,7,14.844000000000001,0.481,1,1,
3,10111010,2,14.856,NaN,NA,NA,
4,10111010,3,14.856,NaN,NA,NA,
4,10111010,4,15.858,NaN,NA,NA,
4,10111010,5,16.061,NaN,NA,22091.bmp,A365.bmp,
4,10111010,6,17.065,NaN,NA,NA,
4,10111010,7,17.436,0.371,1,1,
4,10110011,2,17.45,NaN,NA,NA,
5,10110011,3,17.45,NaN,NA,NA,
5,10110011,4,18.456,NaN,NA,NA,
5,10110011,5,18.657,NaN,NA,28250.bmp,A99.bmp,
5,10110011,6,19.157,NaN,NA,NA,
5,10110011,7,19.51,0.352,1,1,
5,01111110,2,20.248,NaN,NA,NA,
6,01111110,3,20.248,NaN,NA,NA,
6,01111110,4,21.248,NaN,NA,NA,
6,01111110,5,21.452,NaN,NA,19295.bmp,A311.bmp,
6,01111110,6,22.456,NaN,NA,NA,
6,01111110,7,22.872,0.41600000000000004,1,1,
6,01011001,2,22.887,NaN,NA,NA,
7,01011001,3,22.887,NaN,NA,NA,
7,01011001,4,23.888,NaN,NA,NA,
7,01011001,5,24.093,NaN,NA,135501.bmp,A269.bmp,
7,01011001,6,25.095,NaN,NA,NA,
7,01011001,7,25.545,0.448,1,1,
7,00101001,2,25.558,NaN,NA,NA,
8,00101001,3,25.558,NaN,NA,NA,
8,00101001,4,26.562,NaN,NA,NA,
8,00101001,5,26.766000000000002,NaN,NA,02211.bmp,A107.bmp,
8,00101001,6,27.771,NaN,NA,NA,
8,00101001,7,28.29,0.518,-1,1,
8,10111010,2,28.305,NaN,NA,NA,
9,10111010,3,28.305,NaN,NA,NA,
9,10111010,4,29.306,NaN,NA,NA,
9,10111010,5,29.509,NaN,NA,220552.bmp,A361.bmp,
9,10111010,6,30.513,NaN,NA,NA,
9,10111010,7,31.084,0.5690000000000001,1,1,
9,00100011,2,31.098,NaN,NA,NA,
10,00100011,3,31.098,NaN,NA,NA,
10,00100011,4,32.099000000000004,NaN,NA,NA,
10,00100011,5,32.303,NaN,NA,07547.bmp,A207.bmp,
10,00100011,6,32.808,NaN,NA,NA,
10,00100011,7,33.201,0.393,-1,1,
