Orginal File Name:,DP-JAMESTEST1-2018_1_2_1736.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1736,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10101110,1,3.021,NaN,NA,NA,
0,10101110,2,3.0220000000000002,NaN,NA,NA,
1,10101110,3,3.0220000000000002,NaN,NA,NA,
1,10101110,4,4.025,NaN,NA,NA,
1,10101110,5,4.228,NaN,NA,25410.bmp,A51.bmp,
1,10101110,6,5.231,NaN,NA,NA,
1,10101110,7,5.688,0.456,-1,1,
1,01010000,2,5.702,NaN,NA,NA,
2,01010000,3,5.702,NaN,NA,NA,
2,01010000,4,6.707,NaN,NA,NA,
2,01010000,5,6.912,NaN,NA,19320.bmp,A317.bmp,
2,01010000,6,7.413,NaN,NA,NA,
2,01010000,7,7.836,0.422,1,1,
2,01011100,2,7.849,NaN,NA,NA,
3,01011100,3,7.849,NaN,NA,NA,
3,01011100,4,8.852,NaN,NA,NA,
3,01011100,5,9.054,NaN,NA,16312.bmp,A281.bmp,
3,01011100,6,10.058,NaN,NA,NA,
3,01011100,7,10.486,0.427,1,1,
3,01111100,2,10.499,NaN,NA,NA,
4,01111100,3,10.499,NaN,NA,NA,
4,01111100,4,11.503,NaN,NA,NA,
4,01111100,5,11.705,NaN,NA,13530.bmp,A267.bmp,
4,01111100,6,12.706,NaN,NA,NA,
4,01111100,7,13.234,0.527,1,1,
4,01101000,2,13.248000000000001,NaN,NA,NA,
5,01101000,3,13.248000000000001,NaN,NA,NA,
5,01101000,4,14.252,NaN,NA,NA,
5,01101000,5,14.452,NaN,NA,165701.bmp,A295.bmp,
5,01101000,6,15.454,NaN,NA,NA,
5,01101000,7,16.057,0.602,-1,1,
5,01110101,2,16.835,NaN,NA,NA,
6,01110101,3,16.835,NaN,NA,NA,
6,01110101,4,17.84,NaN,NA,NA,
6,01110101,5,18.04,NaN,NA,12205.bmp,A221.bmp,
6,01110101,6,18.54,NaN,NA,NA,
6,01110101,7,18.98,0.439,1,1,
6,10100111,2,18.992,NaN,NA,NA,
7,10100111,3,18.992,NaN,NA,NA,
7,10100111,4,19.997,NaN,NA,NA,
7,10100111,5,20.202,NaN,NA,28191.bmp,A97.bmp,
7,10100111,6,20.705000000000002,NaN,NA,NA,
7,10100111,7,21.113,0.40700000000000003,-1,1,
7,00000100,2,21.125,NaN,NA,NA,
8,00000100,3,21.125,NaN,NA,NA,
8,00000100,4,22.128,NaN,NA,NA,
8,00000100,5,22.332,NaN,NA,02214.bmp,A109.bmp,
8,00000100,6,22.836000000000002,NaN,NA,NA,
8,00000100,7,23.233,0.396,-1,1,
8,00001110,2,23.245,NaN,NA,NA,
9,00001110,3,23.245,NaN,NA,NA,
9,00001110,4,24.245,NaN,NA,NA,
9,00001110,5,24.446,NaN,NA,07003.bmp,A161.bmp,
9,00001110,6,25.451,NaN,NA,NA,
9,00001110,7,26.164,0.711,-1,1,
9,01001001,2,26.176000000000002,NaN,NA,NA,
10,01001001,3,26.176000000000002,NaN,NA,NA,
10,01001001,4,27.181,NaN,NA,NA,
10,01001001,5,27.382,NaN,NA,16821.bmp,A297.bmp,
10,01001001,6,28.384,NaN,NA,NA,
10,01001001,7,28.911,0.526,-1,1,
