Orginal File Name:,DP-JAMESTEST1-2018_1_2_1632.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1632,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10101101,1,3.373,NaN,NA,NA,
0,10101101,2,3.374,NaN,NA,NA,
1,10101101,3,3.374,NaN,NA,NA,
1,10101101,4,4.376,NaN,NA,NA,
1,10101101,5,4.581,NaN,NA,22331.bmp,A373.bmp,
1,10101101,6,5.586,NaN,NA,NA,
1,10101101,7,6.001,0.41400000000000003,-1,1,
1,01000001,2,6.014,NaN,NA,NA,
2,01000001,3,6.014,NaN,NA,NA,
2,01000001,4,7.016,NaN,NA,NA,
2,01000001,5,7.216,NaN,NA,12205.bmp,A221.bmp,
2,01000001,6,7.72,NaN,NA,NA,
2,01000001,7,8.218,0.497,-1,1,
2,10011011,2,8.231,NaN,NA,NA,
3,10011011,3,8.231,NaN,NA,NA,
3,10011011,4,9.233,NaN,NA,NA,
3,10011011,5,9.434000000000001,NaN,NA,21661.bmp,A347.bmp,
3,10011011,6,10.437,NaN,NA,NA,
3,10011011,7,10.987,0.549,1,1,
3,00101001,2,11,NaN,NA,NA,
4,00101001,3,11,NaN,NA,NA,
4,00101001,4,12.005,NaN,NA,NA,
4,00101001,5,12.205,NaN,NA,07055.bmp,A185.bmp,
4,00101001,6,13.207,NaN,NA,NA,
4,00101001,7,13.711,0.502,-1,1,
4,01010011,2,13.724,NaN,NA,NA,
5,01010011,3,13.724,NaN,NA,NA,
5,01010011,4,14.729000000000001,NaN,NA,NA,
5,01010011,5,14.931000000000001,NaN,NA,13301.bmp,A261.bmp,
5,01010011,6,15.433,NaN,NA,NA,
5,01010011,7,15.898,0.463,1,1,
5,01001101,2,16.752,NaN,NA,NA,
6,01001101,3,16.752,NaN,NA,NA,
6,01001101,4,17.757,NaN,NA,NA,
6,01001101,5,17.958000000000002,NaN,NA,19400.bmp,A321.bmp,
6,01001101,6,18.96,NaN,NA,NA,
6,01001101,7,19.688,0.727,-1,1,
6,00100110,2,19.7,NaN,NA,NA,
7,00100110,3,19.7,NaN,NA,NA,
7,00100110,4,20.705000000000002,NaN,NA,NA,
7,00100110,5,20.905,NaN,NA,01935.bmp,A103.bmp,
7,00100110,6,21.405,NaN,NA,NA,
7,00100110,7,21.833000000000002,0.427,-1,1,
7,01101010,2,21.846,NaN,NA,NA,
8,01101010,3,21.846,NaN,NA,NA,
8,01101010,4,22.847,NaN,NA,NA,
8,01101010,5,23.051000000000002,NaN,NA,16263.bmp,A277.bmp,
8,01101010,6,24.056,NaN,NA,NA,
8,01101010,7,24.43,0.371,-1,1,
8,01101000,2,24.442,NaN,NA,NA,
9,01101000,3,24.442,NaN,NA,NA,
9,01101000,4,25.443,NaN,NA,NA,
9,01101000,5,25.648,NaN,NA,19043.bmp,A305.bmp,
9,01101000,6,26.651,NaN,NA,NA,
9,01101000,7,28.018,1.365,-1,1,
9,10111010,2,28.03,NaN,NA,NA,
10,10111010,3,28.03,NaN,NA,NA,
10,10111010,4,29.034,NaN,NA,NA,
10,10111010,5,29.237000000000002,NaN,NA,22387.bmp,A377.bmp,
10,10111010,6,30.241,NaN,NA,NA,
10,10111010,7,30.694,0.451,1,1,
