Orginal File Name:,DP-JT2-2018_2_4_1556.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: undefined,Time:,2018_2_4_1556,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10011001,1,3.886,NaN,NA,NA,
0,10011001,2,3.887,NaN,NA,NA,
1,10011001,3,3.887,NaN,NA,NA,
1,10011001,4,4.889,NaN,NA,NA,
1,10011001,5,5.095,NaN,NA,24640.bmp,A41.bmp,
1,10011001,6,6.098,NaN,NA,NA,
1,10011001,7,6.537,0.436,1,1,
1,10100111,2,6.55,NaN,NA,NA,
2,10100111,3,6.551,NaN,NA,NA,
2,10100111,4,7.554,NaN,NA,NA,
2,10100111,5,7.755,NaN,NA,27320.bmp,A79.bmp,
2,10100111,6,8.259,NaN,NA,NA,
2,10100111,7,8.653,0.392,-1,1,
2,00001101,2,8.665000000000001,NaN,NA,NA,
3,00001101,3,8.665000000000001,NaN,NA,NA,
3,00001101,4,9.669,NaN,NA,NA,
3,00001101,5,9.874,NaN,NA,07186.bmp,A193.bmp,
3,00001101,6,10.88,NaN,NA,NA,
3,00001101,7,11.384,0.502,-1,1,
3,00010000,2,11.397,NaN,NA,NA,
4,00010000,3,11.397,NaN,NA,NA,
4,00010000,4,12.401,NaN,NA,NA,
4,00010000,5,12.606,NaN,NA,02749.bmp,A133.bmp,
4,00010000,6,13.112,NaN,NA,NA,
4,00010000,7,13.545,0.432,1,1,
4,01010000,2,13.559000000000001,NaN,NA,NA,
5,01010000,3,13.559000000000001,NaN,NA,NA,
5,01010000,4,14.564,NaN,NA,NA,
5,01010000,5,14.77,NaN,NA,12053.bmp,A215.bmp,
5,01010000,6,15.273,NaN,NA,NA,
5,01010000,7,15.622,0.34800000000000003,1,1,
5,00100011,2,16.26,NaN,NA,NA,
6,00100011,3,16.26,NaN,NA,NA,
6,00100011,4,17.265,NaN,NA,NA,
6,00100011,5,17.468,NaN,NA,02480.bmp,A119.bmp,
6,00100011,6,17.974,NaN,NA,NA,
6,00100011,7,18.798000000000002,0.8220000000000001,-1,1,
6,01110111,2,18.812,NaN,NA,NA,
7,01110111,3,18.812,NaN,NA,NA,
7,01110111,4,19.818,NaN,NA,NA,
7,01110111,5,20.02,NaN,NA,13225.bmp,A257.bmp,
7,01110111,6,20.525000000000002,NaN,NA,NA,
7,01110111,7,21.004,0.47800000000000004,1,1,
7,00100001,2,21.017,NaN,NA,NA,
8,00100001,3,21.017,NaN,NA,NA,
8,00100001,4,22.02,NaN,NA,NA,
8,00100001,5,22.224,NaN,NA,05535.bmp,A15.bmp,
8,00100001,6,22.73,NaN,NA,NA,
8,00100001,7,23.282,0.551,-1,1,
8,10110000,2,23.297,NaN,NA,NA,
9,10110000,3,23.297,NaN,NA,NA,
9,10110000,4,24.299,NaN,NA,NA,
9,10110000,5,24.502,NaN,NA,21722.bmp,A35.bmp,
9,10110000,6,25.008,NaN,NA,NA,
9,10110000,7,25.626,0.616,1,1,
9,01111010,2,25.639,NaN,NA,NA,
10,01111010,3,25.639,NaN,NA,NA,
10,01111010,4,26.645,NaN,NA,NA,
10,01111010,5,26.85,NaN,NA,19320.bmp,A317.bmp,
10,01111010,6,27.853,NaN,NA,NA,
10,01111010,7,28.278000000000002,0.423,1,1,
