Orginal File Name:,DP-JAMESTEST1-2018_1_2_177.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_177,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10110111,1,3.632,NaN,NA,NA,
0,10110111,2,3.633,NaN,NA,NA,
1,10110111,3,3.633,NaN,NA,NA,
1,10110111,4,4.634,NaN,NA,NA,
1,10110111,5,4.839,NaN,NA,25621.bmp,A65.bmp,
1,10110111,6,5.34,NaN,NA,NA,
1,10110111,7,6.055,0.714,1,1,
1,10001001,2,6.0680000000000005,NaN,NA,NA,
2,10001001,3,6.0680000000000005,NaN,NA,NA,
2,10001001,4,7.069,NaN,NA,NA,
2,10001001,5,7.2700000000000005,NaN,NA,25460.bmp,A55.bmp,
2,10001001,6,8.271,NaN,NA,NA,
2,10001001,7,8.714,0.442,-1,1,
2,10000000,2,8.726,NaN,NA,NA,
3,10000000,3,8.726,NaN,NA,NA,
3,10000000,4,9.727,NaN,NA,NA,
3,10000000,5,9.93,NaN,NA,25260.bmp,A49.bmp,
3,10000000,6,10.432,NaN,NA,NA,
3,10000000,7,10.843,0.41000000000000003,-1,1,
3,00110001,2,10.856,NaN,NA,NA,
4,00110001,3,10.856,NaN,NA,NA,
4,00110001,4,11.857000000000001,NaN,NA,NA,
4,00110001,5,12.059000000000001,NaN,NA,05471.bmp,A145.bmp,
4,00110001,6,12.563,NaN,NA,NA,
4,00110001,7,13.068,0.504,1,1,
4,10110000,2,13.081,NaN,NA,NA,
5,10110000,3,13.081,NaN,NA,NA,
5,10110000,4,14.084,NaN,NA,NA,
5,10110000,5,14.285,NaN,NA,27220.bmp,A75.bmp,
5,10110000,6,14.787,NaN,NA,NA,
5,10110000,7,15.266,0.47700000000000004,1,1,
5,01011111,2,16.014,NaN,NA,NA,
6,01011111,3,16.014,NaN,NA,NA,
6,01011111,4,17.018,NaN,NA,NA,
6,01011111,5,17.219,NaN,NA,16313.bmp,A283.bmp,
6,01011111,6,18.22,NaN,NA,NA,
6,01011111,7,18.778,0.557,1,1,
6,00110111,2,18.792,NaN,NA,NA,
7,00110111,3,18.792,NaN,NA,NA,
7,00110111,4,19.795,NaN,NA,NA,
7,00110111,5,19.998,NaN,NA,065702.bmp,A157.bmp,
7,00110111,6,20.504,NaN,NA,NA,
7,00110111,7,20.959,0.454,1,1,
7,01110100,2,20.971,NaN,NA,NA,
8,01110100,3,20.971,NaN,NA,NA,
8,01110100,4,21.972,NaN,NA,NA,
8,01110100,5,22.173000000000002,NaN,NA,12683.bmp,A227.bmp,
8,01110100,6,22.677,NaN,NA,NA,
8,01110100,7,23.112000000000002,0.433,1,1,
8,10001110,2,23.124,NaN,NA,NA,
9,10001110,3,23.124,NaN,NA,NA,
9,10001110,4,24.124,NaN,NA,NA,
9,10001110,5,24.326,NaN,NA,22630.bmp,A39.bmp,
9,10001110,6,25.329,NaN,NA,NA,
9,10001110,7,25.837,0.507,-1,1,
9,00010100,2,25.851,NaN,NA,NA,
10,00010100,3,25.851,NaN,NA,NA,
10,00010100,4,26.855,NaN,NA,NA,
10,00010100,5,27.060000000000002,NaN,NA,07830.bmp,A209.bmp,
10,00010100,6,27.564,NaN,NA,NA,
10,00010100,7,28.173000000000002,0.608,1,1,
