Orginal File Name:,DP-JAMESTEST1-2018_1_2_1751.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1751,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,00010010,1,2.926,NaN,NA,NA,
0,00010010,2,2.928,NaN,NA,NA,
1,00010010,3,2.928,NaN,NA,NA,
1,00010010,4,3.9330000000000003,NaN,NA,NA,
1,00010010,5,4.133,NaN,NA,02211.bmp,A107.bmp,
1,00010010,6,4.636,NaN,NA,NA,
1,00010010,7,5.107,0.47000000000000003,1,1,
1,00101011,2,5.12,NaN,NA,NA,
2,00101011,3,5.12,NaN,NA,NA,
2,00101011,4,6.121,NaN,NA,NA,
2,00101011,5,6.324,NaN,NA,07211.bmp,A199.bmp,
2,00101011,6,7.325,NaN,NA,NA,
2,00101011,7,7.7940000000000005,0.468,-1,1,
2,01101010,2,7.807,NaN,NA,NA,
3,01101010,3,7.807,NaN,NA,NA,
3,01101010,4,8.808,NaN,NA,NA,
3,01101010,5,9.008000000000001,NaN,NA,16300.bmp,A279.bmp,
3,01101010,6,10.009,NaN,NA,NA,
3,01101010,7,10.441,0.431,-1,1,
3,10100101,2,10.454,NaN,NA,NA,
4,10100101,3,10.454,NaN,NA,NA,
4,10100101,4,11.455,NaN,NA,NA,
4,10100101,5,11.655,NaN,NA,22500.bmp,A383.bmp,
4,10100101,6,12.157,NaN,NA,NA,
4,10100101,7,12.597,0.439,-1,1,
4,10111010,2,12.61,NaN,NA,NA,
5,10111010,3,12.61,NaN,NA,NA,
5,10111010,4,13.614,NaN,NA,NA,
5,10111010,5,13.815,NaN,NA,22057.bmp,A363.bmp,
5,10111010,6,14.817,NaN,NA,NA,
5,10111010,7,15.290000000000001,0.47200000000000003,1,1,
5,00001001,2,16.028,NaN,NA,NA,
6,00001001,3,16.028,NaN,NA,NA,
6,00001001,4,17.032,NaN,NA,NA,
6,00001001,5,17.236,NaN,NA,08160.bmp,A21.bmp,
6,00001001,6,18.240000000000002,NaN,NA,NA,
6,00001001,7,18.748,0.507,-1,1,
6,10001111,2,18.761,NaN,NA,NA,
7,10001111,3,18.761,NaN,NA,NA,
7,10001111,4,19.764,NaN,NA,NA,
7,10001111,5,19.964000000000002,NaN,NA,24640.bmp,A41.bmp,
7,10001111,6,20.965,NaN,NA,NA,
7,10001111,7,21.457,0.491,-1,1,
7,10011101,2,21.47,NaN,NA,NA,
8,10011101,3,21.47,NaN,NA,NA,
8,10011101,4,22.474,NaN,NA,NA,
8,10011101,5,22.678,NaN,NA,21660.bmp,A345.bmp,
8,10011101,6,23.683,NaN,NA,NA,
8,10011101,7,24.119,0.435,1,1,
8,10010010,2,24.131,NaN,NA,NA,
9,10010010,3,24.131,NaN,NA,NA,
9,10010010,4,25.135,NaN,NA,NA,
9,10010010,5,25.336000000000002,NaN,NA,223752.bmp,A375.bmp,
9,10010010,6,25.837,NaN,NA,NA,
9,10010010,7,26.375,0.537,1,1,
9,01011110,2,26.387,NaN,NA,NA,
10,01011110,3,26.387,NaN,NA,NA,
10,01011110,4,27.392,NaN,NA,NA,
10,01011110,5,27.592000000000002,NaN,NA,19405.bmp,A323.bmp,
10,01011110,6,28.594,NaN,NA,NA,
10,01011110,7,29.119,0.524,1,1,
