Orginal File Name:,DP-JTESTPANAS-2018_5_3_1726.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36,IP: undefined,Time:,2018_5_3_1726,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
1,1,-154,-0.163,0.002,336,2,1,
2,1,78,0.042,0.001,94,2,2,
3,1,-56,-0.08700000000000001,0.001,141,1,1,
4,1,-368,-0.364,0.001,166,1,1,
5,1,-434,0.19,0.001,133,1,1,
6,1,-318,-0.10200000000000001,0.002,251,2,1,
7,1,208,0.224,0.002,213,1,2,
8,1,239,-0.067,0.002,89,1,2,
9,1,632,0.331,0.002,472,2,1,
10,1,362,0.151,0.002,186,1,2,
12,1,480,-0.14,0.002,41,1,2,
13,1,208,-0.188,0.002,15,1,2,
14,1,90,0.136,0.001,57,2,2,
15,1,-433,-0.021,0.001,254,1,1,
16,1,-680,-0.038,0.002,383,1,2,
17,1,199,-0.266,0.002,24,1,2,
18,1,278,0.139,0.001,137,2,2,
19,1,-201,0.001,0.001,281,1,1,
20,1,-261,-0.132,0.001,416,1,1,
21,1,-563,-0.121,0.001,313,1,1,
22,1,-218,-0.059000000000000004,0.002,93,1,2,
23,1,302,0.051000000000000004,0.002,397,1,2,
24,1,366,0.359,0.002,324,1,2,
25,1,640,0.147,0.001,80,2,2,
26,1,-460,-0.194,0.001,351,1,1,
27,1,-424,0.262,0.001,463,2,2,
28,1,-144,0.004,0.001,149,1,1,
29,1,-41,0.134,0.001,97,1,1,
30,1,-144,0.224,0.001,35,1,1,
31,1,-185,-0.116,0.001,96,1,1,
32,1,-503,0.047,0.001,151,2,2,
33,1,-183,0.213,0.001,155,1,1,
34,1,-339,0.007,0.001,275,1,1,
35,1,-274,-0.18,0.001,284,1,1,
36,1,-429,0.07,0.001,48,1,1,
37,1,-469,0.17400000000000002,0.001,110,1,1,
38,1,-148,-0.318,0.001,75,1,1,
39,1,-323,-0.061,0.001,163,1,1,
40,1,-545,-0.126,0.001,196,1,1,
41,1,-407,0.188,0.001,92,1,1,
42,1,-183,0.249,0.001,44,1,1,
43,1,-467,-0.047,0.001,87,1,1,
44,1,-486,-0.11,0.001,372,1,1,
45,1,-279,0.313,0.001,395,1,1,
46,1,-494,0.17300000000000001,0.001,49,1,1,
47,1,-127,0.027,0.001,151,1,1,
48,1,-149,-0.05,0.002,106,2,1,
49,1,99,-0.163,0.002,176,1,2,
50,1,247,0.057,0.002,230,1,2,
51,1,7,0.096,0.002,227,1,2,
52,1,680,0.107,0.002,223,1,2,
53,1,309,-0.004,0.002,1535,2,1,
54,1,25,0.027,0.002,198,1,2,
55,1,63,0.064,0.002,25,1,2,
56,1,490,-0.064,0.002,183,1,2,
57,1,379,-0.11,0.001,316,2,2,
58,1,-262,0.152,0.001,113,1,1,
59,1,-354,-0.20600000000000002,0.001,358,2,2,
60,1,-608,0.294,0.001,148,1,1,
61,1,-387,-0.041,0.001,663,1,1,
62,1,-192,0.018000000000000002,0.002,178,2,1,
63,1,263,0.241,0.002,74,1,2,
64,1,379,0.122,0.001,146,2,2,
65,1,-389,0.07100000000000001,0.001,12,1,1,
66,1,-469,-0.15,0.001,74,1,1,
67,1,-256,-0.113,0.001,130,1,1,
68,1,-255,0.114,0.001,265,1,1,
69,1,-33,-0.082,0.001,333,1,1,
70,1,-357,0.228,0.001,33,1,1,
71,1,-284,-0.124,0.001,61,1,1,
72,1,-254,0.19,0.001,34,1,1,
73,1,-336,0.083,0.001,25,1,1,
74,1,-72,0.068,0.001,81,1,1,
75,1,-283,-0.036000000000000004,0.001,48,1,1,
76,1,-261,0.038,0.001,324,1,1,
77,1,-586,-0.212,0.001,165,1,1,
78,1,-279,-0.153,0.001,111,1,1,
79,1,-384,0.083,0.001,103,1,1,
80,1,-325,0.20700000000000002,0.002,1539,2,1,
81,1,275,0.003,0.002,180,2,1,
82,1,410,0.02,0.002,8,1,2,
83,1,169,0.1,0.002,160,1,2,
84,1,140,0.229,0.002,12,1,2,
85,1,263,0.012,0.002,344,1,2,
86,1,293,-0.157,0.002,198,1,2,
87,1,315,-0.111,0.002,237,1,2,
88,1,525,0.06,0.002,8,1,2,
89,1,212,0.046,0.001,96,2,2,
90,1,-283,-0.059000000000000004,0.001,98,1,1,
91,1,-85,0.014,0.002,374,1,2,
92,1,250,0.209,0.002,76,1,2,
93,1,-80,-0.082,0.001,138,2,2,
94,1,-451,-0.082,0.001,218,1,1,
95,1,-245,-0.053,0.002,110,2,1,
96,1,300,0.027,0.002,82,1,2,
97,1,285,0.03,0.002,158,1,2,
98,1,-181,0.03,0.002,133,2,1,
99,1,287,-0.04,0.002,21,1,2,
100,1,271,-0.051000000000000004,0.002,300,1,2,
101,1,214,0.105,0.002,49,1,2,
102,1,407,0.33,0.002,7,1,2,
103,1,273,-0.001,0.002,156,1,2,
104,1,167,-0.013000000000000001,0.002,719,1,2,
105,1,346,-0.014,0.002,99,1,2,
106,1,391,0.08700000000000001,0.002,236,2,1,
107,1,92,-0.041,0.002,723,1,2,
108,1,546,-0.1,0.002,327,1,2,
109,1,359,0.134,0.002,400,1,2,
110,1,305,-0.114,0.002,181,1,2,
111,1,221,-0.188,0.002,426,1,2,
112,1,250,-0.037,0.001,949,2,2,
113,1,-517,0.14300000000000002,0.001,165,1,1,
114,1,-510,-0.13,0.002,355,1,2,
115,1,323,-0.186,0.002,18,1,2,
116,1,417,-0.24,0.002,233,1,2,
117,1,314,-0.037,0.002,1135,1,2,
118,1,239,0.048,0.002,874,1,2,
119,1,275,0.155,0.002,117,1,2,
120,1,274,0.089,0.002,301,1,2,
121,1,346,0.044,0.002,176,1,2,
122,1,158,0.037,0.002,49,1,2,
123,1,256,0.065,0.002,669,1,2,
124,1,-19,0.095,0.002,247,1,2,
125,1,359,-0.22,0.002,24,1,2,
126,1,429,0.279,0.002,112,1,2,
127,1,50,-0.10200000000000001,0.002,160,1,2,
128,1,292,0.111,0.001,96,2,2,
129,1,-287,0.089,0.001,6946,2,2,
130,1,140,0.004,0.001,82,2,2,
131,1,-328,-0.001,0.001,312,1,1,
132,1,-392,-0.018000000000000002,0.001,591,1,1,
133,1,-357,0.149,0.001,276,1,1,
134,1,-261,0.095,0.001,71,1,1,
