Orginal File Name:,DP-JAMESTEST1-2018_1_2_1752.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_2_1752,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,10001010,1,2.541,NaN,NA,NA,
0,10001010,2,2.5420000000000003,NaN,NA,NA,
1,10001010,3,2.5420000000000003,NaN,NA,NA,
1,10001010,4,3.544,NaN,NA,NA,
1,10001010,5,3.748,NaN,NA,21722.bmp,A35.bmp,
1,10001010,6,4.75,NaN,NA,NA,
1,10001010,7,5.235,0.484,-1,1,
1,01011001,2,5.247,NaN,NA,NA,
2,01011001,3,5.247,NaN,NA,NA,
2,01011001,4,6.251,NaN,NA,NA,
2,01011001,5,6.452,NaN,NA,16360.bmp,A287.bmp,
2,01011001,6,7.455,NaN,NA,NA,
2,01011001,7,7.901,0.444,1,1,
2,00000110,2,7.914000000000001,NaN,NA,NA,
3,00000110,3,7.914000000000001,NaN,NA,NA,
3,00000110,4,8.915000000000001,NaN,NA,NA,
3,00000110,5,9.116,NaN,NA,05471.bmp,A145.bmp,
3,00000110,6,9.619,NaN,NA,NA,
3,00000110,7,10.173,0.553,-1,1,
3,00100001,2,10.187,NaN,NA,NA,
4,00100001,3,10.187,NaN,NA,NA,
4,00100001,4,11.189,NaN,NA,NA,
4,00100001,5,11.394,NaN,NA,02309.bmp,A111.bmp,
4,00100001,6,11.895,NaN,NA,NA,
4,00100001,7,12.518,0.621,-1,1,
4,00000101,2,12.532,NaN,NA,NA,
5,00000101,3,12.532,NaN,NA,NA,
5,00000101,4,13.537,NaN,NA,NA,
5,00000101,5,13.742,NaN,NA,02211.bmp,A107.bmp,
5,00000101,6,14.242,NaN,NA,NA,
5,00000101,7,14.799,0.556,-1,1,
5,00101011,2,15.477,NaN,NA,NA,
6,00101011,3,15.477,NaN,NA,NA,
6,00101011,4,16.483,NaN,NA,NA,
6,00101011,5,16.684,NaN,NA,07248.bmp,A201.bmp,
6,00101011,6,17.685,NaN,NA,NA,
6,00101011,7,18.212,0.526,-1,1,
6,10001101,2,18.225,NaN,NA,NA,
7,10001101,3,18.225,NaN,NA,NA,
7,10001101,4,19.226,NaN,NA,NA,
7,10001101,5,19.427,NaN,NA,22500.bmp,A383.bmp,
7,10001101,6,20.432000000000002,NaN,NA,NA,
7,10001101,7,20.877,0.443,-1,1,
7,00100000,2,20.891000000000002,NaN,NA,NA,
8,00100000,3,20.891000000000002,NaN,NA,NA,
8,00100000,4,21.895,NaN,NA,NA,
8,00100000,5,22.096,NaN,NA,07016.bmp,A169.bmp,
8,00100000,6,22.6,NaN,NA,NA,
8,00100000,7,23.124,0.522,-1,1,
8,10011001,2,23.136,NaN,NA,NA,
9,10011001,3,23.136,NaN,NA,NA,
9,10011001,4,24.141000000000002,NaN,NA,NA,
9,10011001,5,24.346,NaN,NA,22091.bmp,A365.bmp,
9,10011001,6,25.35,NaN,NA,NA,
9,10011001,7,25.795,0.444,1,1,
9,00000011,2,25.808,NaN,NA,NA,
10,00000011,3,25.808,NaN,NA,NA,
10,00000011,4,26.809,NaN,NA,NA,
10,00000011,5,27.011,NaN,NA,05471.bmp,A145.bmp,
10,00000011,6,27.516000000000002,NaN,NA,NA,
10,00000011,7,28.187,0.669,-1,1,
