Orginal File Name:,DP-JT3-2018_1_1_1747.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.167 Safari/537.36,IP: ::1,Time:,2018_1_1_1747,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
0,01101100,1,3.5340000000000003,NaN,NA,NA,
0,01101100,2,3.536,NaN,NA,NA,
1,01101100,3,3.536,NaN,NA,NA,
1,01101100,4,4.541,NaN,NA,NA,
1,01101100,5,4.744,NaN,NA,16563.bmp,A293.bmp,
1,01101100,6,5.75,NaN,NA,NA,
1,01101100,7,6.2490000000000006,0.498,-1,1,
1,00000101,2,6.2620000000000005,NaN,NA,NA,
2,00000101,3,6.2620000000000005,NaN,NA,NA,
2,00000101,4,7.266,NaN,NA,NA,
2,00000101,5,7.468,NaN,NA,06150.bmp,A155.bmp,
2,00000101,6,7.973,NaN,NA,NA,
2,00000101,7,8.564,0.589,-1,1,
2,01001101,2,8.577,NaN,NA,NA,
3,01001101,3,8.577,NaN,NA,NA,
3,01001101,4,9.579,NaN,NA,NA,
3,01001101,5,9.78,NaN,NA,123751.bmp,A225.bmp,
3,01001101,6,10.785,NaN,NA,NA,
3,01001101,7,11.233,0.447,-1,1,
3,01001011,2,11.246,NaN,NA,NA,
4,01001011,3,11.246,NaN,NA,NA,
4,01001011,4,12.251,NaN,NA,NA,
4,01001011,5,12.453,NaN,NA,16350.bmp,A285.bmp,
4,01001011,6,13.457,NaN,NA,NA,
4,01001011,7,14.076,0.618,-1,1,
4,10010000,2,14.089,NaN,NA,NA,
5,10010000,3,14.089,NaN,NA,NA,
5,10010000,4,15.093,NaN,NA,NA,
5,10010000,5,15.296000000000001,NaN,NA,22057.bmp,A363.bmp,
5,10010000,6,15.798,NaN,NA,NA,
5,10010000,7,16.289,0.49,1,1,
5,00010110,2,17.019000000000002,NaN,NA,NA,
6,00010110,3,17.019000000000002,NaN,NA,NA,
6,00010110,4,18.022000000000002,NaN,NA,NA,
6,00010110,5,18.225,NaN,NA,07175.bmp,A191.bmp,
6,00010110,6,18.727,NaN,NA,NA,
6,00010110,7,19.274,0.545,1,1,
6,10111111,2,19.288,NaN,NA,NA,
7,10111111,3,19.288,NaN,NA,NA,
7,10111111,4,20.291,NaN,NA,NA,
7,10111111,5,20.492,NaN,NA,22050.bmp,A359.bmp,
7,10111111,6,21.495,NaN,NA,NA,
7,10111111,7,22.074,0.578,1,1,
7,01000011,2,22.087,NaN,NA,NA,
8,01000011,3,22.087,NaN,NA,NA,
8,01000011,4,23.089000000000002,NaN,NA,NA,
8,01000011,5,23.291,NaN,NA,12141.bmp,A219.bmp,
8,01000011,6,23.795,NaN,NA,NA,
8,01000011,7,24.335,0.538,-1,1,
8,10111101,2,24.348,NaN,NA,NA,
9,10111101,3,24.348,NaN,NA,NA,
9,10111101,4,25.351,NaN,NA,NA,
9,10111101,5,25.552,NaN,NA,22000.bmp,A355.bmp,
9,10111101,6,26.553,NaN,NA,NA,
9,10111101,7,27.054000000000002,0.5,1,1,
9,00101001,2,27.068,NaN,NA,NA,
10,00101001,3,27.068,NaN,NA,NA,
10,00101001,4,28.071,NaN,NA,NA,
10,00101001,5,28.273,NaN,NA,07255.bmp,A203.bmp,
10,00101001,6,29.277,NaN,NA,NA,
10,00101001,7,29.837,0.558,-1,1,
