trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
187,sad,high,high,1.5,0.416666667,36,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
188,angry,high,low,1.5,0.416666667,36,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
189,sad,low,high,1,0.416666667,36,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.801
190,angry,low,low,0.5,0.416666667,36,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.801
191,sad,low,low,1.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.801
192,sad,high,low,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.801
193,angry,low,high,1,0.416666667,36,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.801
194,angry,low,high,1.5,0.416666667,36,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.801
195,sad,high,low,1,0.416666667,36,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.801
196,angry,high,high,1.5,0.416666667,36,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.801
197,angry,high,high,1,0.416666667,36,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.801
198,sad,high,low,0.5,0.416666667,36,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
199,sad,low,high,1.5,0.416666667,36,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.801
200,angry,high,low,0.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.801
201,sad,high,high,1,0.416666667,36,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
202,angry,low,low,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
203,sad,low,high,1.5,0.416666667,36,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.801
204,angry,high,low,1,0.416666667,36,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.801
205,angry,low,high,1.5,0.416666667,36,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.801
206,sad,low,low,1,0.416666667,36,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.801
207,sad,high,high,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.801
208,sad,low,low,1.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.801
209,angry,low,high,1,0.416666667,36,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.801
210,angry,high,low,0.5,0.416666667,36,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.801
211,sad,high,high,1.5,0.416666667,36,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.801
212,angry,high,low,0.5,0.416666667,36,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
213,sad,low,high,1,0.416666667,36,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.801
214,angry,low,high,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.801
215,sad,low,low,1,0.416666667,36,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
216,sad,high,low,0.5,0.416666667,36,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.801
217,angry,high,high,1.5,0.416666667,36,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.801
218,sad,low,high,0.5,0.416666667,36,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.801
219,angry,high,low,1,0.416666667,36,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.801
220,angry,high,high,0.5,0.416666667,36,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.801
221,sad,low,low,1.5,0.416666667,36,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.801
222,angry,low,high,1,0.416666667,36,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.801
223,sad,high,low,0.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.801
224,angry,low,low,1.5,0.604166667,48,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.801
225,sad,high,high,1,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.801
226,angry,high,low,0.5,0.604166667,48,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.801
227,sad,high,high,1.5,0.604166667,48,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.801
228,angry,low,low,1,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.801
229,sad,low,high,1.5,0.604166667,48,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.801
230,sad,high,high,0.5,0.604166667,48,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
231,angry,high,low,1,0.604166667,48,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.801
232,sad,high,high,1.5,0.604166667,48,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.801
233,angry,low,low,0.5,0.604166667,48,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
234,sad,low,low,1.5,0.604166667,48,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.801
235,angry,low,high,1.5,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.801
236,angry,low,high,1,0.604166667,48,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.801
237,sad,high,low,0.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.801
238,sad,low,low,0.5,0.604166667,48,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
239,angry,low,high,1.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.801
240,sad,low,low,1,0.604166667,48,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.801
241,sad,high,high,0.5,0.604166667,48,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.801
242,angry,high,low,1.5,0.604166667,48,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.801
243,sad,low,low,1,0.604166667,48,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.801
244,angry,low,high,1.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.801
245,sad,high,high,1,0.604166667,48,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
246,angry,low,low,0.5,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.801
247,sad,low,low,1,0.604166667,48,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.801
248,angry,high,high,0.5,0.604166667,48,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.801
249,sad,high,low,1.5,0.604166667,48,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
250,angry,low,high,1,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.801
251,sad,high,low,0.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.801
252,sad,low,high,1,0.604166667,48,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.801
253,angry,low,low,0.5,0.604166667,48,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.801
254,sad,low,high,1.5,0.604166667,48,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
255,angry,low,low,1.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.801
256,sad,high,high,0.5,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.801
257,angry,high,low,1.5,0.604166667,48,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.801
258,sad,high,high,0.5,0.604166667,48,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.801
259,angry,high,low,1,0.604166667,48,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
260,sad,low,high,0.5,0.604166667,48,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.801
261,angry,low,low,1.5,0.604166667,48,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.801
262,angry,high,low,1,0.604166667,48,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.801
263,sad,high,high,1.5,0.604166667,48,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.801
264,sad,low,low,1,0.604166667,48,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.801
