trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
101,sad,high,high,0.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_075_.jpg,0.8
102,angry,low,high,0.5,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_075_.jpg,0.8
103,sad,high,high,1,0.2,50,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_100_.jpg,0.8
104,angry,low,low,1.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_050_.jpg,0.8
105,sad,high,low,1,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.8
106,angry,high,high,0.5,0.2,50,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_075_.jpg,0.8
107,angry,low,low,1.5,0.2,50,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_050_.jpg,0.8
108,angry,high,high,1,0.2,50,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.8
109,sad,high,high,0.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_075_.jpg,0.8
110,sad,high,low,1,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.8
111,angry,low,low,1.5,0.2,50,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_050_.jpg,0.8
112,sad,high,high,0.5,0.2,50,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_100_.jpg,0.8
113,angry,low,low,1,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_050_.jpg,0.8
114,angry,low,high,0.5,0.2,50,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.8
115,sad,low,low,1.5,0.2,50,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_050_.jpg,0.8
116,angry,low,high,1,0.2,50,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_075_.jpg,0.8
117,angry,low,high,1.5,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_075_.jpg,0.8
118,sad,high,low,0.5,0.2,50,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_050_.jpg,0.8
119,angry,low,low,1,0.2,50,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_050_.jpg,0.8
120,sad,low,high,0.5,0.2,50,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_100_.jpg,0.8
121,sad,high,low,1.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_050_.jpg,0.8
122,sad,high,high,1,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_075_.jpg,0.8
123,angry,low,high,0.5,0.2,50,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_075_.jpg,0.8
124,sad,high,high,1,0.2,50,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_075_.jpg,0.8
125,angry,high,low,1.5,0.2,50,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_050_.jpg,0.8
126,angry,low,high,0.5,0.2,50,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Ang_100_.jpg,0.8
127,sad,high,high,1,0.2,50,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_075_.jpg,0.8
128,sad,low,low,0.5,0.2,50,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.8
129,angry,low,high,1.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_075_.jpg,0.8
130,angry,low,high,1,0.2,50,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.8
131,sad,high,low,1,0.2,50,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_050_.jpg,0.8
132,sad,high,high,0.5,0.2,50,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_100_.jpg,0.8
133,angry,low,low,0.5,0.2,50,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_050_.jpg,0.8
134,angry,low,high,1.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_075_.jpg,0.8
135,sad,high,low,1.5,0.2,50,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_050_.jpg,0.8
136,sad,low,low,1.5,0.2,50,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_050_.jpg,0.8
137,sad,high,high,1.5,0.2,50,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_075_.jpg,0.8
138,angry,low,high,0.5,0.2,50,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_075_.jpg,0.8
139,sad,high,low,1,0.2,50,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_075_.jpg,0.8
