trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
1,sad,high,low,0.5,0.759259259,54,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.801
2,angry,low,high,1.5,0.759259259,54,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.801
3,sad,high,low,1.5,0.759259259,54,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.801
4,sad,high,high,0.5,0.759259259,54,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.801
5,angry,low,high,1.5,0.759259259,54,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.801
6,sad,high,low,1,0.759259259,54,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
7,angry,high,low,1.5,0.759259259,54,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.801
8,sad,high,low,0.5,0.759259259,54,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.801
9,angry,low,high,1,0.759259259,54,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.801
10,angry,high,low,1,0.759259259,54,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.801
11,sad,high,low,1.5,0.759259259,54,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.801
12,angry,low,high,1,0.759259259,54,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.801
13,sad,high,high,0.5,0.759259259,54,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.801
14,angry,low,low,1.5,0.759259259,54,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.801
15,sad,low,low,1,0.759259259,54,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.801
16,sad,high,high,0.5,0.759259259,54,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.801
17,angry,low,low,1,0.759259259,54,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.801
18,sad,high,high,0.5,0.759259259,54,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.801
19,angry,low,low,1,0.759259259,54,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.801
20,sad,high,high,1.5,0.759259259,54,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.801
21,angry,low,low,0.5,0.759259259,54,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.801
22,sad,low,high,1.5,0.759259259,54,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.801
23,angry,high,low,1,0.759259259,54,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.801
24,angry,low,high,0.5,0.759259259,54,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.801
25,sad,high,high,1,0.759259259,54,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.801
