trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
91,sad,high,low,1,0.75,12,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.901
92,sad,high,high,1.5,0.75,12,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.901
93,angry,low,low,1,0.75,12,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.901
94,sad,low,high,1.5,0.75,12,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.901
95,angry,low,low,1,0.75,12,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.901
96,sad,high,high,1.5,0.75,12,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.901
97,angry,high,high,1,0.75,12,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_075_.jpg,0.901
98,angry,low,high,0.5,0.75,12,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.901
99,angry,high,low,1.5,0.75,12,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.901
100,sad,high,low,0.5,0.75,12,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_050_.jpg,0.901
101,angry,low,high,1.5,0.75,12,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.901
102,sad,high,low,1,0.75,12,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.901
103,angry,high,high,0.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.901
104,sad,low,low,0.5,0.083333333,24,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.901
105,sad,low,high,1.5,0.083333333,24,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.901
106,angry,high,low,1,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.901
107,sad,low,high,1.5,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.901
108,angry,high,low,1,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.901
109,sad,high,high,0.5,0.083333333,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.901
110,sad,low,low,1,0.083333333,24,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.901
111,angry,high,low,1.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_050_.jpg,0.901
112,angry,high,high,0.5,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.901
113,angry,high,low,1.5,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.901
114,sad,low,high,1,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.901
115,sad,low,low,1.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.901
116,angry,high,high,1,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.901
117,angry,high,high,1.5,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.901
118,sad,low,low,0.5,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.901
119,angry,low,low,1.5,0.083333333,24,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.901
120,sad,low,high,1,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.901
121,angry,high,high,0.5,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.901
122,sad,low,low,1,0.083333333,24,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.901
123,angry,high,high,1.5,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.901
124,sad,low,low,1.5,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.901
125,angry,high,high,1,0.083333333,24,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.901
126,sad,low,low,0.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.901
127,angry,low,high,1.5,0.916666667,24,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.901
128,angry,low,high,1,0.916666667,24,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_075_.jpg,0.901
129,sad,high,high,0.5,0.916666667,24,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.901
130,angry,low,low,1,0.916666667,24,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.901
131,sad,high,low,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.901
132,sad,high,high,0.5,0.916666667,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.901
133,angry,low,low,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.901
134,sad,high,high,1,0.916666667,24,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.901
135,angry,low,low,1,0.916666667,24,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.901
136,sad,low,high,0.5,0.916666667,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.901
137,angry,low,low,1,0.916666667,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_075_.jpg,0.901
138,sad,high,high,1.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.901
139,angry,low,high,0.5,0.916666667,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Ang_100_.jpg,0.901
140,sad,high,low,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_050_.jpg,0.901
141,sad,high,low,1,0.916666667,24,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.901
142,angry,low,high,0.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Ang_075_.jpg,0.901
143,sad,high,high,1.5,0.916666667,24,1,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_075_.jpg,0.901
144,angry,low,low,1,0.916666667,24,1,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.901
145,sad,low,low,1.5,0.916666667,24,0,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.901
146,sad,high,high,0.5,0.916666667,24,1,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_100_.jpg,0.901
147,angry,low,low,0.5,0.916666667,24,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.901
148,sad,high,high,1,0.916666667,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_100_.jpg,0.901
149,angry,low,low,0.5,0.916666667,24,1,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_050_.jpg,0.901
150,sad,high,low,0.5,0.916666667,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.901
151,angry,high,low,1.5,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_050_.jpg,0.901
152,sad,low,low,1,0.083333333,24,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Sad_075_.jpg,0.901
153,sad,low,high,0.5,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Sad_075_.jpg,0.901
154,angry,high,low,1,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Ang_050_.jpg,0.901
155,sad,low,high,1.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_075_.jpg,0.901
156,sad,low,low,1,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Sad_050_.jpg,0.901
157,angry,high,low,1.5,0.083333333,24,0,F,M4,/js/tasks/emotional_faces_v2/media/faces/MC04_Ang_050_.jpg,0.901
158,sad,low,high,0.5,0.083333333,24,0,M,M7,/js/tasks/emotional_faces_v2/media/faces/MC07_Sad_075_.jpg,0.901
159,angry,high,high,0.5,0.083333333,24,0,M,M9,/js/tasks/emotional_faces_v2/media/faces/MC09_Ang_075_.jpg,0.901
160,sad,high,low,1,0.083333333,24,1,F,M2,/js/tasks/emotional_faces_v2/media/faces/MC02_Sad_050_.jpg,0.901
161,angry,high,high,0.5,0.083333333,24,0,F,M5,/js/tasks/emotional_faces_v2/media/faces/MC05_Ang_075_.jpg,0.901
162,sad,low,low,1.5,0.083333333,24,0,M,M8,/js/tasks/emotional_faces_v2/media/faces/MC08_Sad_050_.jpg,0.901
