Orginal File Name:,DP-JTFirefoxTest-2018_7_5_17_49.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0,IP: ::1,Time:,2018_7_5_17_49,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
1,10110100,1,34.069,NaN,NA,NA,
1,10110100,2,34.071,NaN,NA,NA,
1,10110100,3,34.071,NaN,NA,NA,
1,10110100,4,35.074,NaN,NA,NA,
1,10110100,5,35.277,NaN,NA,25460.bmp,A55.bmp,
1,10110100,6,35.782000000000004,NaN,NA,NA,
1,10110100,7,36.905,1.121,1,2,
1,10110100,8,36.905,NaN,NA,NA,
2,10110101,2,39.926,NaN,NA,NA,
2,10110101,3,39.926,NaN,NA,NA,
2,10110101,4,40.927,NaN,NA,NA,
2,10110101,5,41.132,NaN,NA,22630.bmp,A39.bmp,
2,10110101,6,41.637,NaN,NA,NA,
2,10110101,7,81.643,40,1,3,
2,10110101,8,81.643,NaN,NA,NA,
3,10110110,2,84.67,NaN,NA,NA,
3,10110110,3,84.67,NaN,NA,NA,
3,10110110,4,85.674,NaN,NA,NA,
3,10110110,5,85.877,NaN,NA,22395.bmp,A379.bmp,
3,10110110,6,86.387,NaN,NA,NA,
3,10110110,7,126.396,40,1,3,
3,10110110,8,126.396,NaN,NA,NA,
4,10110111,2,129.427,NaN,NA,NA,
4,10110111,3,129.427,NaN,NA,NA,
4,10110111,4,130.434,NaN,NA,NA,
4,10110111,5,130.638,NaN,NA,25611.bmp,A63.bmp,
4,10110111,6,131.145,NaN,NA,NA,
4,10110111,7,171.154,40,1,3,
4,10110111,8,171.154,NaN,NA,NA,
5,10111000,2,174.186,NaN,NA,NA,
5,10111000,3,174.186,NaN,NA,NA,
5,10111000,4,175.192,NaN,NA,NA,
5,10111000,5,175.395,NaN,NA,25621.bmp,A65.bmp,
5,10111000,6,176.398,NaN,NA,NA,
5,10111000,7,216.40800000000002,40,1,3,
5,10111000,8,216.40800000000002,NaN,NA,NA,
6,01101011,2,261.678,NaN,NA,NA,
6,01101011,3,261.678,NaN,NA,NA,
6,01101011,4,262.68,NaN,NA,NA,
6,01101011,5,262.885,NaN,NA,13220.bmp,A255.bmp,
6,01101011,6,263.89,NaN,NA,NA,
6,01101011,7,263.985,0.094,-1,1,
7,10010000,2,264.00100000000003,NaN,NA,NA,
7,10010000,3,264.002,NaN,NA,NA,
7,10010000,4,265.007,NaN,NA,NA,
7,10010000,5,265.209,NaN,NA,223752.bmp,A375.bmp,
7,10010000,6,265.714,NaN,NA,NA,
7,10010000,7,265.821,0.106,1,1,
8,10001001,2,265.836,NaN,NA,NA,
8,10001001,3,265.836,NaN,NA,NA,
8,10001001,4,266.841,NaN,NA,NA,
8,10001001,5,267.047,NaN,NA,25220.bmp,A45.bmp,
8,10001001,6,268.049,NaN,NA,NA,
8,10001001,7,268.087,0.037,-1,1,
9,00110010,2,268.104,NaN,NA,NA,
9,00110010,3,268.104,NaN,NA,NA,
9,00110010,4,269.104,NaN,NA,NA,
9,00110010,5,269.307,NaN,NA,04004.bmp,A143.bmp,
9,00110010,6,269.814,NaN,NA,NA,
9,00110010,7,269.832,0.017,1,1,
10,01010011,2,269.847,NaN,NA,NA,
10,01010011,3,269.847,NaN,NA,NA,
10,01010011,4,270.85200000000003,NaN,NA,NA,
10,01010011,5,271.057,NaN,NA,19320.bmp,A317.bmp,
10,01010011,6,271.565,NaN,NA,NA,
10,01010011,7,271.568,0.003,1,2,
10,01010011,8,271.568,NaN,NA,NA,
11,01000010,2,274.596,NaN,NA,NA,
11,01000010,3,274.596,NaN,NA,NA,
11,01000010,4,275.599,NaN,NA,NA,
11,01000010,5,275.803,NaN,NA,130051.bmp,A237.bmp,
11,01000010,6,276.308,NaN,NA,NA,
11,01000010,7,276.361,0.053,-1,2,
11,01000010,8,276.361,NaN,NA,NA,
12,01000011,2,279.384,NaN,NA,NA,
12,01000011,3,279.384,NaN,NA,NA,
12,01000011,4,280.391,NaN,NA,NA,
12,01000011,5,280.596,NaN,NA,19301.bmp,A315.bmp,
12,01000011,6,281.10200000000003,NaN,NA,NA,
12,01000011,7,281.14,0.036000000000000004,-1,2,
12,01000011,8,281.14,NaN,NA,NA,
13,10111100,2,284.166,NaN,NA,NA,
13,10111100,3,284.166,NaN,NA,NA,
13,10111100,4,285.17,NaN,NA,NA,
13,10111100,5,285.37600000000003,NaN,NA,24640.bmp,A41.bmp,
13,10111100,6,286.379,NaN,NA,NA,
13,10111100,7,286.458,0.077,1,2,
13,10111100,8,286.458,NaN,NA,NA,
14,10010101,2,289.484,NaN,NA,NA,
14,10010101,3,289.484,NaN,NA,NA,
14,10010101,4,290.485,NaN,NA,NA,
14,10010101,5,290.689,NaN,NA,25551.bmp,A59.bmp,
14,10010101,6,291.196,NaN,NA,NA,
14,10010101,7,291.217,0.02,1,1,
15,01010001,2,291.232,NaN,NA,NA,
15,01010001,3,291.232,NaN,NA,NA,
15,01010001,4,292.235,NaN,NA,NA,
15,01010001,5,292.44,NaN,NA,13500.bmp,A265.bmp,
15,01010001,6,292.946,NaN,NA,NA,
15,01010001,7,323.908,30.961000000000002,1,1,
16,00111011,2,323.923,NaN,NA,NA,
16,00111011,3,323.923,NaN,NA,NA,
16,00111011,4,324.928,NaN,NA,NA,
16,00111011,5,325.129,NaN,NA,07016.bmp,A169.bmp,
16,00111011,6,326.136,NaN,NA,NA,
16,00111011,7,326.17,0.033,1,1,
17,00101010,2,326.186,NaN,NA,NA,
17,00101010,3,326.186,NaN,NA,NA,
17,00101010,4,327.189,NaN,NA,NA,
17,00101010,5,327.39,NaN,NA,02214.bmp,A109.bmp,
17,00101010,6,328.396,NaN,NA,NA,
17,00101010,7,328.442,0.045,-1,1,
18,00100111,2,328.458,NaN,NA,NA,
18,00100111,3,328.458,NaN,NA,NA,
18,00100111,4,329.459,NaN,NA,NA,
18,00100111,5,329.664,NaN,NA,065702.bmp,A157.bmp,
18,00100111,6,330.171,NaN,NA,NA,
18,00100111,7,330.19,0.019,-1,1,
19,00111001,2,330.206,NaN,NA,NA,
19,00111001,3,330.206,NaN,NA,NA,
19,00111001,4,331.209,NaN,NA,NA,
19,00111001,5,331.41200000000003,NaN,NA,02702.bmp,A131.bmp,
19,00111001,6,332.414,NaN,NA,NA,
19,00111001,7,332.468,0.053,1,2,
19,00111001,8,332.468,NaN,NA,NA,
20,00110011,2,335.494,NaN,NA,NA,
20,00110011,3,335.494,NaN,NA,NA,
20,00110011,4,336.497,NaN,NA,NA,
20,00110011,5,336.699,NaN,NA,07010.bmp,A167.bmp,
20,00110011,6,337.206,NaN,NA,NA,
20,00110011,7,337.248,0.041,1,1,
21,00011100,2,337.264,NaN,NA,NA,
21,00011100,3,337.264,NaN,NA,NA,
21,00011100,4,338.269,NaN,NA,NA,
21,00011100,5,338.472,NaN,NA,07211.bmp,A199.bmp,
21,00011100,6,339.476,NaN,NA,NA,
21,00011100,7,339.524,0.047,1,1,
22,00001001,2,339.538,NaN,NA,NA,
22,00001001,3,339.538,NaN,NA,NA,
22,00001001,4,340.544,NaN,NA,NA,
22,00001001,5,340.745,NaN,NA,02480.bmp,A119.bmp,
22,00001001,6,341.75,NaN,NA,NA,
22,00001001,7,341.812,0.06,-1,1,
23,10001100,2,341.827,NaN,NA,NA,
23,10001100,3,341.827,NaN,NA,NA,
