Orginal File Name:,DP-JTESTDP-2018_6_27_21_11.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_27_21_11,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
1,10100110,1,7.409,NaN,NA,NA,
1,10100110,2,7.41,NaN,NA,NA,
1,10100110,3,7.41,NaN,NA,NA,
1,10100110,4,8.412,NaN,NA,NA,
1,10100110,5,8.613,NaN,NA,22530.bmp,A358.bmp,
1,10100110,6,9.115,NaN,NA,NA,
1,10100110,7,9.527000000000001,0.41000000000000003,-1,1,
2,10100111,2,9.537,NaN,NA,NA,
2,10100111,3,9.537,NaN,NA,NA,
2,10100111,4,10.538,NaN,NA,NA,
2,10100111,5,10.74,NaN,NA,27284.bmp,A48.bmp,
2,10100111,6,11.241,NaN,NA,NA,
2,10100111,7,11.752,0.508,-1,1,
3,10101000,2,11.762,NaN,NA,NA,
3,10101000,3,11.762,NaN,NA,NA,
3,10101000,4,12.763,NaN,NA,NA,
3,10101000,5,12.965,NaN,NA,27286.bmp,A50.bmp,
3,10101000,6,13.966000000000001,NaN,NA,NA,
3,10101000,7,14.481,0.513,-1,1,
4,10101001,2,14.491,NaN,NA,NA,
4,10101001,3,14.491,NaN,NA,NA,
4,10101001,4,15.492,NaN,NA,NA,
4,10101001,5,15.694,NaN,NA,27260.bmp,A42.bmp,
4,10101001,6,16.696,NaN,NA,NA,
4,10101001,7,17.3,0.602,-1,1,
5,10101010,2,17.31,NaN,NA,NA,
5,10101010,3,17.31,NaN,NA,NA,
5,10101010,4,18.312,NaN,NA,NA,
5,10101010,5,18.513,NaN,NA,25800.bmp,A372.bmp,
5,10101010,6,19.514,NaN,NA,NA,
5,10101010,7,19.941,0.424,-1,1,
6,10011001,2,20.669,NaN,NA,NA,
6,10011001,3,20.669,NaN,NA,NA,
6,10011001,4,21.671,NaN,NA,NA,
6,10011001,5,21.872,NaN,NA,22224.bmp,A352.bmp,
6,10011001,6,22.873,NaN,NA,NA,
6,10011001,7,25.742,2.868,1,1,
7,00111110,2,25.756,NaN,NA,NA,
7,00111110,3,25.756,NaN,NA,NA,
7,00111110,4,26.757,NaN,NA,NA,
7,00111110,5,26.959,NaN,NA,07950.bmp,A204.bmp,
7,00111110,6,27.96,NaN,NA,NA,
7,00111110,7,28.683,0.722,1,1,
8,00010100,2,28.697,NaN,NA,NA,
8,00010100,3,28.697,NaN,NA,NA,
8,00010100,4,29.698,NaN,NA,NA,
8,00010100,5,29.900000000000002,NaN,NA,07287.bmp,A190.bmp,
8,00010100,6,30.402,NaN,NA,NA,
8,00010100,7,31.365000000000002,0.962,1,1,
9,10000011,2,31.38,NaN,NA,NA,
9,10000011,3,31.38,NaN,NA,NA,
9,10000011,4,32.381,NaN,NA,NA,
9,10000011,5,32.583,NaN,NA,25200.bmp,A362.bmp,
9,10000011,6,33.084,NaN,NA,NA,
9,10000011,7,34.493,1.407,-1,2,
9,10000011,8,34.493,NaN,NA,NA,
10,10101000,2,37.514,NaN,NA,NA,
10,10101000,3,37.514,NaN,NA,NA,
10,10101000,4,38.516,NaN,NA,NA,
10,10101000,5,38.717,NaN,NA,27286.bmp,A50.bmp,
10,10101000,6,39.719,NaN,NA,NA,
10,10101000,7,40.297000000000004,0.577,-1,2,
10,10101000,8,40.297000000000004,NaN,NA,NA,
11,10110101,2,43.316,NaN,NA,NA,
11,10110101,3,43.316,NaN,NA,NA,
11,10110101,4,44.318,NaN,NA,NA,
11,10110101,5,44.521,NaN,NA,21441.bmp,A332.bmp,
11,10110101,6,45.023,NaN,NA,NA,
11,10110101,7,46.246,1.222,1,2,
11,10110101,8,46.246,NaN,NA,NA,
12,00101100,2,49.266,NaN,NA,NA,
12,00101100,3,49.266,NaN,NA,NA,
12,00101100,4,50.268,NaN,NA,NA,
12,00101100,5,50.469,NaN,NA,02190.bmp,A112.bmp,
12,00101100,6,51.471000000000004,NaN,NA,NA,
12,00101100,7,52.201,0.729,-1,2,
12,00101100,8,52.201,NaN,NA,NA,
13,01010011,2,55.219,NaN,NA,NA,
13,01010011,3,55.219,NaN,NA,NA,
13,01010011,4,56.221000000000004,NaN,NA,NA,
13,01010011,5,56.422000000000004,NaN,NA,19433.bmp,A288.bmp,
13,01010011,6,56.922000000000004,NaN,NA,NA,
13,01010011,7,57.889,0.966,1,2,
13,01010011,8,57.889,NaN,NA,NA,
14,01110101,2,60.907000000000004,NaN,NA,NA,
14,01110101,3,60.907000000000004,NaN,NA,NA,
14,01110101,4,61.908,NaN,NA,NA,
14,01110101,5,62.109,NaN,NA,123522.bmp,A214.bmp,
14,01110101,6,62.611000000000004,NaN,NA,NA,
14,01110101,7,63.895,1.283,1,2,
14,01110101,8,63.895,NaN,NA,NA,
15,00111101,2,66.915,NaN,NA,NA,
15,00111101,3,66.915,NaN,NA,NA,
15,00111101,4,67.917,NaN,NA,NA,
15,00111101,5,68.119,NaN,NA,07484.bmp,A194.bmp,
15,00111101,6,69.12,NaN,NA,NA,
15,00111101,7,69.656,0.535,1,2,
15,00111101,8,69.656,NaN,NA,NA,
16,00011100,2,72.675,NaN,NA,NA,
16,00011100,3,72.675,NaN,NA,NA,
16,00011100,4,73.676,NaN,NA,NA,
16,00011100,5,73.878,NaN,NA,07247.bmp,A186.bmp,
16,00011100,6,74.88,NaN,NA,NA,
16,00011100,7,75.45700000000001,0.5760000000000001,1,1,
17,00011101,2,75.471,NaN,NA,NA,
17,00011101,3,75.471,NaN,NA,NA,
17,00011101,4,76.47200000000001,NaN,NA,NA,
17,00011101,5,76.673,NaN,NA,02570.bmp,A130.bmp,
17,00011101,6,77.674,NaN,NA,NA,
17,00011101,7,78.65,0.975,1,1,
18,01111100,2,78.663,NaN,NA,NA,
18,01111100,3,78.663,NaN,NA,NA,
18,01111100,4,79.665,NaN,NA,NA,
18,01111100,5,79.865,NaN,NA,13060.bmp,A220.bmp,
18,01111100,6,80.867,NaN,NA,NA,
18,01111100,7,81.512,0.644,1,2,
18,01111100,8,81.512,NaN,NA,NA,
19,10011011,2,84.529,NaN,NA,NA,
19,10011011,3,84.529,NaN,NA,NA,
19,10011011,4,85.531,NaN,NA,NA,
19,10011011,5,85.732,NaN,NA,27250.bmp,A40.bmp,
19,10011011,6,86.73400000000001,NaN,NA,NA,
19,10011011,7,87.333,0.598,1,2,
19,10011011,8,87.333,NaN,NA,NA,
20,01001010,2,90.35300000000001,NaN,NA,NA,
20,01001010,3,90.35300000000001,NaN,NA,NA,
20,01001010,4,91.355,NaN,NA,NA,
20,01001010,5,91.556,NaN,NA,19901.bmp,A312.bmp,
20,01001010,6,92.558,NaN,NA,NA,
20,01001010,7,93.491,0.932,-1,2,
20,01001010,8,93.491,NaN,NA,NA,
21,10001000,2,96.51,NaN,NA,NA,
21,10001000,3,96.51,NaN,NA,NA,
21,10001000,4,97.511,NaN,NA,NA,
21,10001000,5,97.71300000000001,NaN,NA,21601.bmp,A34.bmp,
21,10001000,6,98.714,NaN,NA,NA,
21,10001000,7,99.22800000000001,0.512,-1,1,
22,10011111,2,99.241,NaN,NA,NA,
22,10011111,3,99.241,NaN,NA,NA,
22,10011111,4,100.241,NaN,NA,NA,
22,10011111,5,100.443,NaN,NA,25890.bmp,A378.bmp,
22,10011111,6,101.44500000000001,NaN,NA,NA,
22,10011111,7,102.099,0.653,1,2,
22,10011111,8,102.099,NaN,NA,NA,
23,01101101,2,105.11800000000001,NaN,NA,NA,
23,01101101,3,105.11800000000001,NaN,NA,NA,
23,01101101,4,106.119,NaN,NA,NA,
23,01101101,5,106.321,NaN,NA,12750.bmp,A22.bmp,
23,01101101,6,107.322,NaN,NA,NA,
23,01101101,7,108.01,0.687,-1,2,
23,01101101,8,108.01,NaN,NA,NA,
24,01001001,2,111.029,NaN,NA,NA,
24,01001001,3,111.029,NaN,NA,NA,
24,01001001,4,112.031,NaN,NA,NA,
24,01001001,5,112.233,NaN,NA,19904.bmp,A318.bmp,
24,01001001,6,113.235,NaN,NA,NA,
24,01001001,7,114.08500000000001,0.849,-1,1,
25,01001100,2,114.10000000000001,NaN,NA,NA,
25,01001100,3,114.10000000000001,NaN,NA,NA,
25,01001100,4,115.101,NaN,NA,NA,
25,01001100,5,115.303,NaN,NA,19413.bmp,A272.bmp,
25,01001100,6,116.304,NaN,NA,NA,
25,01001100,7,116.81,0.501,-1,1,
26,00100000,2,116.824,NaN,NA,NA,
26,00100000,3,116.824,NaN,NA,NA,
26,00100000,4,117.825,NaN,NA,NA,
26,00100000,5,118.027,NaN,NA,02890.bmp,A138.bmp,
26,00100000,6,118.529,NaN,NA,NA,
26,00100000,7,119.645,1.114,-1,2,
26,00100000,8,119.645,NaN,NA,NA,
27,10110001,2,122.665,NaN,NA,NA,
27,10110001,3,122.665,NaN,NA,NA,
27,10110001,4,123.667,NaN,NA,NA,
27,10110001,5,123.86800000000001,NaN,NA,27230.bmp,A4.bmp,
27,10110001,6,124.37,NaN,NA,NA,
27,10110001,7,125.55,1.179,1,2,
27,10110001,8,125.55,NaN,NA,NA,
28,10100100,2,128.57,NaN,NA,NA,
28,10100100,3,128.57,NaN,NA,NA,
28,10100100,4,129.572,NaN,NA,NA,
28,10100100,5,129.774,NaN,NA,21460.bmp,A334.bmp,
28,10100100,6,130.276,NaN,NA,NA,
28,10100100,7,131.51500000000001,1.238,-1,2,
28,10100100,8,131.51500000000001,NaN,NA,NA,
29,10111000,2,134.536,NaN,NA,NA,
29,10111000,3,134.536,NaN,NA,NA,
29,10111000,4,135.537,NaN,NA,NA,
29,10111000,5,135.739,NaN,NA,229002.bmp,A36.bmp,
29,10111000,6,136.741,NaN,NA,NA,
29,10111000,7,137.556,0.8140000000000001,1,2,
29,10111000,8,137.556,NaN,NA,NA,
30,01001101,2,140.576,NaN,NA,NA,
30,01001101,3,140.576,NaN,NA,NA,
30,01001101,4,141.577,NaN,NA,NA,
30,01001101,5,141.779,NaN,NA,19905.bmp,A32.bmp,
30,01001101,6,142.781,NaN,NA,NA,
30,01001101,7,143.252,0.47000000000000003,-1,1,
31,10001001,2,143.26500000000001,NaN,NA,NA,
31,10001001,3,143.26500000000001,NaN,NA,NA,
31,10001001,4,144.266,NaN,NA,NA,
31,10001001,5,144.468,NaN,NA,21659.bmp,A344.bmp,
31,10001001,6,145.468,NaN,NA,NA,
31,10001001,7,146.061,0.59,-1,1,
32,10110110,2,146.07500000000002,NaN,NA,NA,
32,10110110,3,146.07500000000002,NaN,NA,NA,
32,10110110,4,147.076,NaN,NA,NA,
32,10110110,5,147.278,NaN,NA,28041.bmp,A72.bmp,
32,10110110,6,147.78,NaN,NA,NA,
32,10110110,7,148.78900000000002,1.008,1,1,
33,10010101,2,148.804,NaN,NA,NA,
33,10010101,3,148.804,NaN,NA,NA,
33,10010101,4,149.806,NaN,NA,NA,
33,10010101,5,150.008,NaN,NA,27280.bmp,A44.bmp,
33,10010101,6,150.51,NaN,NA,NA,
33,10010101,7,151.534,1.0230000000000001,1,1,
34,01111000,2,151.549,NaN,NA,NA,
34,01111000,3,151.549,NaN,NA,NA,
34,01111000,4,152.55,NaN,NA,NA,
34,01111000,5,152.752,NaN,NA,19253.bmp,A256.bmp,
34,01111000,6,153.75300000000001,NaN,NA,NA,
34,01111000,7,154.48,0.726,1,2,
34,01111000,8,154.48,NaN,NA,NA,
35,01111111,2,157.5,NaN,NA,NA,
35,01111111,3,157.5,NaN,NA,NA,
35,01111111,4,158.502,NaN,NA,NA,
35,01111111,5,158.704,NaN,NA,19920.bmp,A324.bmp,
35,01111111,6,159.705,NaN,NA,NA,
35,01111111,7,160.073,0.366,1,1,
36,00101101,2,160.08700000000002,NaN,NA,NA,
36,00101101,3,160.08700000000002,NaN,NA,NA,
36,00101101,4,161.09,NaN,NA,NA,
36,00101101,5,161.291,NaN,NA,07497.bmp,A198.bmp,
36,00101101,6,162.292,NaN,NA,NA,
36,00101101,7,162.983,0.6900000000000001,-1,2,
36,00101101,8,162.983,NaN,NA,NA,
37,00010000,2,166.002,NaN,NA,NA,
37,00010000,3,166.002,NaN,NA,NA,
37,00010000,4,167.004,NaN,NA,NA,
37,00010000,5,167.205,NaN,NA,07249.bmp,A188.bmp,
37,00010000,6,167.707,NaN,NA,NA,
37,00010000,7,168.857,1.149,1,1,
38,01101110,2,168.87,NaN,NA,NA,
38,01101110,3,168.87,NaN,NA,NA,
38,01101110,4,169.872,NaN,NA,NA,
38,01101110,5,170.074,NaN,NA,19326.bmp,A262.bmp,
38,01101110,6,171.076,NaN,NA,NA,
38,01101110,7,171.98,0.902,-1,1,
39,00100011,2,171.994,NaN,NA,NA,
39,00100011,3,171.994,NaN,NA,NA,
39,00100011,4,172.996,NaN,NA,NA,
39,00100011,5,173.197,NaN,NA,02396.bmp,A120.bmp,
39,00100011,6,173.698,NaN,NA,NA,
39,00100011,7,175.094,1.395,-1,1,
40,01000101,2,175.108,NaN,NA,NA,
40,01000101,3,175.108,NaN,NA,NA,
40,01000101,4,176.11,NaN,NA,NA,
40,01000101,5,176.311,NaN,NA,19810.bmp,A306.bmp,
40,01000101,6,176.81300000000002,NaN,NA,NA,
40,01000101,7,178.137,1.322,-1,1,
41,01000011,2,178.151,NaN,NA,NA,
41,01000011,3,178.151,NaN,NA,NA,
41,01000011,4,179.153,NaN,NA,NA,
41,01000011,5,179.354,NaN,NA,19921.bmp,A326.bmp,
41,01000011,6,179.856,NaN,NA,NA,
41,01000011,7,181.08100000000002,1.223,-1,2,
41,01000011,8,181.08100000000002,NaN,NA,NA,
42,10000010,2,184.1,NaN,NA,NA,
42,10000010,3,184.1,NaN,NA,NA,
42,10000010,4,185.102,NaN,NA,NA,
42,10000010,5,185.304,NaN,NA,27502.bmp,A62.bmp,
42,10000010,6,185.805,NaN,NA,NA,
42,10000010,7,187.107,1.3,-1,2,
42,10000010,8,187.107,NaN,NA,NA,
43,01011011,2,190.12800000000001,NaN,NA,NA,
43,01011011,3,190.12800000000001,NaN,NA,NA,
43,01011011,4,191.129,NaN,NA,NA,
43,01011011,5,191.33100000000002,NaN,NA,19254.bmp,A258.bmp,
43,01011011,6,192.333,NaN,NA,NA,
43,01011011,7,192.691,0.356,1,2,
43,01011011,8,192.691,NaN,NA,NA,
44,10010001,2,195.711,NaN,NA,NA,
44,10010001,3,195.711,NaN,NA,NA,
44,10010001,4,196.713,NaN,NA,NA,
44,10010001,5,196.91400000000002,NaN,NA,28490.bmp,A90.bmp,
44,10010001,6,197.416,NaN,NA,NA,
44,10010001,7,198.31300000000002,0.896,1,1,
45,01101011,2,198.327,NaN,NA,NA,
45,01101011,3,198.327,NaN,NA,NA,
45,01101011,4,199.329,NaN,NA,NA,
45,01101011,5,199.53,NaN,NA,19184.bmp,A248.bmp,
45,01101011,6,200.532,NaN,NA,NA,
45,01101011,7,201.454,0.92,-1,1,
46,10100001,2,201.467,NaN,NA,NA,
46,10100001,3,201.467,NaN,NA,NA,
46,10100001,4,202.46800000000002,NaN,NA,NA,
46,10100001,5,202.67000000000002,NaN,NA,27400.bmp,A54.bmp,
46,10100001,6,203.171,NaN,NA,NA,
46,10100001,7,204.143,0.97,-1,2,
46,10100001,8,204.143,NaN,NA,NA,
47,10111010,2,207.162,NaN,NA,NA,
47,10111010,3,207.162,NaN,NA,NA,
47,10111010,4,208.16400000000002,NaN,NA,NA,
47,10111010,5,208.366,NaN,NA,28600.bmp,A98.bmp,
47,10111010,6,209.367,NaN,NA,NA,
47,10111010,7,210.08,0.712,1,1,
48,10000001,2,210.094,NaN,NA,NA,
48,10000001,3,210.094,NaN,NA,NA,
48,10000001,4,211.096,NaN,NA,NA,
48,10000001,5,211.297,NaN,NA,24599.bmp,A360.bmp,
48,10000001,6,211.799,NaN,NA,NA,
48,10000001,7,212.936,1.1360000000000001,-1,1,
49,10001100,2,212.95000000000002,NaN,NA,NA,
49,10001100,3,212.95000000000002,NaN,NA,NA,
49,10001100,4,213.951,NaN,NA,NA,
49,10001100,5,214.153,NaN,NA,28496.bmp,A92.bmp,
49,10001100,6,215.155,NaN,NA,NA,
49,10001100,7,215.989,0.833,-1,1,
50,10110010,2,216.00300000000001,NaN,NA,NA,
50,10110010,3,216.00300000000001,NaN,NA,NA,
50,10110010,4,217.005,NaN,NA,NA,
50,10110010,5,217.207,NaN,NA,21590.bmp,A338.bmp,
50,10110010,6,217.708,NaN,NA,NA,
50,10110010,7,218.866,1.157,1,1,
51,10111111,2,218.881,NaN,NA,NA,
51,10111111,3,218.881,NaN,NA,NA,
51,10111111,4,219.882,NaN,NA,NA,
