instruct_slide,audio_path,
/js/tasks/blind_dating/media/instructions/Slide1.JPG,,
/js/tasks/blind_dating/media/instructions/Slide2.JPG,
/js/tasks/blind_dating/media/instructions/Slide3.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide2.mp3
/js/tasks/blind_dating/media/instructions/Slide4.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide3.mp3
/js/tasks/blind_dating/media/instructions/Slide5.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide4.mp3
/js/tasks/blind_dating/media/instructions/Slide6.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide5.mp3
/js/tasks/blind_dating/media/instructions/Slide7.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide6.mp3
/js/tasks/blind_dating/media/instructions/Slide8.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide7.mp3
/js/tasks/blind_dating/media/instructions/Slide9.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide8.mp3
/js/tasks/blind_dating/media/instructions/Slide10.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide9.mp3
/js/tasks/blind_dating/media/instructions/Slide11.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide10.mp3
/js/tasks/blind_dating/media/instructions/Slide12.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide11.mp3
/js/tasks/blind_dating/media/instructions/Slide13.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide12.mp3
/js/tasks/blind_dating/media/instructions/Slide14.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide13.mp3
/js/tasks/blind_dating/media/instructions/Slide15.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide14.mp3
/js/tasks/blind_dating/media/instructions/Slide16.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide15.mp3
/js/tasks/blind_dating/media/instructions/Slide17.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide16.mp3
/js/tasks/blind_dating/media/instructions/Slide18.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide17.mp3
/js/tasks/blind_dating/media/instructions/Slide19.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide18.mp3
/js/tasks/blind_dating/media/instructions/Slide20.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide19.mp3
/js/tasks/blind_dating/media/instructions/Slide21.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide20.mp3
/js/tasks/blind_dating/media/instructions/Slide22.JPG,/js/tasks/blind_dating/media/instructions_audio/Slide21.mp3
