1	1	-154	-163	1
2	1	-530	42	1
3	1	-56	-87	1
4	1	-368	-364	1
5	1	-434	190	1
6	1	-318	-102	1
7	1	-400	224	1
8	1	-369	-67	1
9	1	24	331	1
10	1	-246	151	1
11	1	-80	111	1
12	1	-128	-140	1
13	1	-400	-188	1
14	1	-518	136	1
15	1	-433	-21	1
16	1	-724	-38	1
17	1	-409	-266	1
18	1	-330	139	1
19	1	-201	1	1
20	1	-261	-132	1
21	1	-563	-121	1
22	1	-218	-59	1
23	1	-306	51	1
24	1	-242	359	1
25	1	32	147	1
26	1	-460	-194	1
27	1	-424	262	1
28	1	-144	4	1
29	1	-41	134	2
30	1	464	224	2
31	1	423	-116	2
32	1	105	47	2
33	1	425	213	2
34	1	269	7	2
35	1	334	-180	2
36	1	179	70	2
37	1	139	174	2
38	1	460	-318	2
39	1	285	-61	2
40	1	63	-126	2
41	1	201	188	2
42	1	425	249	2
43	1	141	-47	2
44	1	122	-110	2
45	1	329	313	2
46	1	114	173	2
47	1	481	27	2
48	1	459	-50	2
49	1	99	-163	2
50	1	247	57	1
51	1	-601	96	1
52	1	86	107	2
53	1	309	-4	2
54	1	25	27	2
55	1	63	64	2
56	1	490	-64	2
57	1	379	-110	2
58	1	346	152	2
59	1	254	-206	2
60	1	1	294	1
61	1	-387	-41	1
62	1	-192	18	1
63	1	-345	241	2
64	1	379	122	2
65	1	219	71	2
66	1	139	-150	1
67	1	-256	-113	1
68	1	-255	114	1
69	1	-33	-82	2
70	1	251	228	2
71	1	324	-124	2
72	1	354	190	2
73	1	272	83	2
74	1	536	68	1
75	1	-283	-36	1
76	1	-261	38	1
77	1	-586	-212	1
78	1	-279	-153	2
79	1	224	83	1
80	1	-325	207	2
81	1	275	3	2
82	1	410	20	2
83	1	169	100	2
84	1	140	229	2
85	1	263	12	2
86	1	293	-157	2
87	1	315	-111	2
88	1	525	60	2
89	1	212	46	2
90	1	325	-59	2
91	1	523	14	2
92	1	250	209	2
93	1	-80	-82	2
94	1	157	-82	2
95	1	363	-53	2
96	1	300	27	2
97	1	285	30	2
98	1	-181	30	2
99	1	287	-40	2
100	1	271	-51	1
101	1	-394	105	1
102	1	-201	330	1
103	1	-335	-1	2
104	1	167	-13	2
105	1	346	-14	2
106	1	391	87	2
107	1	92	-41	2
108	1	546	-100	1
109	1	-249	134	1
110	1	-303	-114	1
111	1	-387	-188	1
112	1	-358	-37	1
113	1	-517	143	1
114	1	-510	-130	1
115	1	-285	-186	1
116	1	-191	-240	1
117	1	-294	-37	2
118	1	239	48	2
119	1	275	155	2
120	1	274	89	2
121	1	346	44	2
122	1	158	37	2
123	1	256	65	2
124	1	-19	95	2
125	1	359	-220	2
126	1	429	279	1
127	1	-558	-102	1
128	1	-316	111	1
129	1	-287	89	1
130	1	140	4	2
131	1	280	-1	2
132	1	216	-18	2
133	1	251	149	2
134	1	347	95	2
135	1	367	183	2
136	1	105	-182	2
137	1	213	211	2
138	1	204	-198	2
139	1	91	190	2
140	1	204	-130	2
141	1	126	-188	2
142	1	235	-228	2
143	1	202	-53	2
144	1	492	-248	2
145	1	346	-199	2
146	1	404	-161	2
147	1	172	143	2
148	1	408	-289	2
149	1	366	281	2
150	1	427	24	2
151	1	180	115	2
152	1	396	-99	2
153	1	501	-22	2
154	1	417	-106	2
155	1	285	51	2
156	1	406	176	2
157	1	400	-151	2
158	1	284	206	1
159	1	-404	-37	2
160	1	407	-2	2
161	1	102	-123	2
162	1	97	-56	2
163	1	240	78	2
164	1	252	-263	2
165	1	371	-29	2
166	1	584	-22	2
167	1	295	-78	2
168	1	262	-15	2
169	1	385	21	2
170	1	69	201	2
171	1	237	-77	2
172	1	251	141	1
173	1	-291	-284	1
174	1	-277	-5	1
175	1	-46	-156	1
176	1	-332	-49	1
177	1	-444	-135	1
178	1	-363	-183	1
179	1	4	-144	1
180	1	-473	-283	1
181	1	-203	-60	1
182	1	-203	-62	1
183	1	-295	-148	1
184	1	-449	262	1
185	1	-273	63	1
186	1	-392	-338	1
187	1	-284	170	1
188	1	-200	-182	1
189	1	-250	-72	1
190	1	-472	57	1
191	1	-455	118	1
192	1	-436	-196	1
193	1	-288	-52	1
194	1	-192	-116	2
195	1	200	38	2
196	1	478	133	2
197	1	272	-15	2
198	1	243	-266	2
199	1	341	-44	2
200	1	341	-25	2
201	3	494	-198	1
202	3	-381	74	1
203	3	-25	-33	2
204	3	361	140	2
205	3	548	-212	2
206	3	282	158	2
207	3	276	-82	2
208	3	233	-180	1
209	3	-575	114	1
210	3	-287	-47	2
211	3	127	16	2
212	3	467	-177	2
213	3	455	-184	2
214	3	466	-72	2
215	3	129	-63	1
216	3	-307	128	1
217	3	-170	217	1
218	3	-371	-34	1
219	3	-275	4	1
220	3	-178	-132	1
221	3	-367	-60	2
222	3	339	-81	2
223	3	324	-104	2
224	3	296	415	2
225	3	54	-65	2
226	3	138	8	2
227	3	327	-56	2
228	3	328	-260	2
229	3	109	46	2
230	3	29	-59	2
231	3	354	236	1
232	3	-329	-27	1
233	3	-318	170	1
234	3	-76	50	2
235	3	140	-52	2
236	3	518	-124	1
237	3	-379	14	2
238	3	454	146	2
239	3	158	-71	2
240	3	35	-236	2
