1	4	177	83	2
2	4	158	75	2
3	4	276	-172	2
4	4	365	187	2
5	4	57	236	2
6	4	286	-211	2
7	4	439	433	2
8	4	289	-213	1
9	4	-418	44	2
10	4	273	123	1
11	4	-52	-60	2
12	4	112	-342	2
13	4	134	-163	2
14	4	402	-146	2
15	4	487	219	2
16	4	283	-204	2
17	4	352	90	2
18	4	169	261	2
19	4	225	31	1
20	4	-520	50	2
21	4	158	-186	2
22	4	614	-113	2
23	4	261	235	2
24	4	-15	35	2
25	4	336	-36	2
26	4	369	229	1
27	4	-244	87	1
28	4	-583	54	1
29	4	-17	-83	2
30	4	403	165	1
31	4	-172	13	1
32	4	-620	-189	2
33	4	412	-76	2
34	4	507	22	2
35	4	313	70	2
36	4	530	265	1
37	4	-525	-20	2
38	4	272	-181	2
39	4	636	-73	2
40	4	291	-336	1
41	4	-281	-213	1
42	4	-385	76	1
43	4	-344	106	2
44	4	220	-36	2
45	4	332	130	1
46	4	-50	315	1
47	4	-736	111	1
48	4	-107	-297	2
49	4	351	-95	2
50	4	408	-126	2
51	4	62	192	2
52	4	-29	-163	2
53	4	-29	47	2
54	4	408	-73	2
55	4	378	412	2
56	4	356	251	2
57	4	262	62	2
58	4	539	-77	2
59	4	371	75	1
60	4	-373	-122	2
61	4	290	413	1
62	4	-408	265	2
63	4	362	160	2
64	4	434	-81	2
65	4	419	-309	2
66	4	359	157	1
67	4	-318	262	1
68	4	-233	-30	2
69	4	418	174	2
70	4	105	-45	1
71	4	-462	133	1
72	4	-435	-164	1
73	4	-463	12	1
74	4	-436	-227	1
75	4	-213	-37	1
76	4	-520	13	2
77	4	369	46	1
78	4	-463	-91	1
79	4	-410	-159	1
80	4	-482	443	1
81	4	-447	53	1
82	4	-445	-101	2
83	4	380	160	1
84	4	-203	-26	1
85	4	-474	149	1
86	4	-448	109	1
87	4	-156	168	2
88	4	262	81	1
89	4	-357	-105	1
90	4	-440	154	1
91	4	-654	10	2
92	4	97	52	2
93	4	408	-264	2
94	4	215	42	1
95	4	150	-60	2
96	4	264	-39	2
97	4	321	130	2
98	4	359	197	2
99	4	393	152	2
100	4	295	129	2
101	4	250	45	2
102	4	35	121	2
103	4	504	145	1
104	4	-325	148	2
105	4	149	101	1
106	4	-524	167	2
107	4	411	119	1
108	4	-393	81	1
109	4	-671	152	1
110	4	-266	155	1
111	4	-264	210	1
112	4	-492	368	1
113	4	-481	122	2
114	4	452	-25	2
115	4	720	125	2
116	4	561	-70	2
117	4	164	-51	2
118	4	337	-325	2
119	4	474	-104	2
120	4	209	-106	2
121	4	648	71	2
122	4	508	-218	1
123	4	-348	175	2
124	4	247	135	2
125	4	282	474	1
126	4	-369	16	1
127	4	-357	-339	1
128	4	-4	46	1
129	4	-342	98	1
130	4	-239	12	1
131	4	-168	-76	1
132	4	-377	325	2
133	4	479	242	2
134	4	326	107	2
135	4	261	68	2
136	4	160	367	2
137	4	614	227	2
138	4	537	-65	1
139	4	-292	29	2
140	4	-19	-15	2
141	4	593	110	2
142	4	473	-141	1
143	4	-523	-17	1
144	4	33	200	1
145	4	-261	-159	1
146	4	-312	-288	2
147	4	655	97	2
148	4	632	312	2
149	4	255	-105	2
150	4	161	-333	1
151	4	-231	-290	1
152	4	-524	-139	1
153	4	-541	-71	1
154	4	-247	62	1
155	4	-450	-63	2
156	4	415	-268	2
157	4	397	46	1
158	4	-348	-61	2
159	4	184	288	1
160	4	-155	-63	2
161	4	-105	61	1
162	4	-436	-338	1
163	4	-170	182	2
164	4	430	104	2
165	4	424	-194	2
166	4	493	-184	1
167	4	-248	-102	2
168	4	34	-375	2
169	4	442	218	1
170	4	-47	-244	1
171	4	-300	-218	1
172	4	-489	-96	2
173	4	641	234	2
174	4	609	36	2
175	4	326	-56	2
176	4	73	26	2
177	4	446	100	1
178	4	-642	-35	1
179	4	-607	74	1
180	4	-278	-162	1
181	4	-253	-154	1
182	4	-630	-45	1
183	4	-187	34	1
184	4	-377	202	1
185	4	-603	-12	1
186	4	-3	393	1
187	4	-329	-6	1
188	4	-97	-540	1
189	4	-141	113	1
190	4	-398	-81	1
191	4	-148	-247	1
192	4	-79	250	2
193	4	239	37	2
194	4	164	-210	2
195	4	247	94	2
196	4	534	328	2
197	4	61	-120	1
198	4	-91	-110	1
199	4	-195	-105	2
200	4	373	-113	2
201	1	-154	-163	1
202	1	-530	42	1
203	1	-56	-87	1
204	1	-368	-364	1
205	1	-434	190	1
206	1	-318	-102	1
207	1	-400	224	1
208	1	-369	-67	2
209	1	632	331	2
210	1	362	151	2
211	1	528	111	2
212	1	480	-140	2
213	1	208	-188	2
214	1	90	136	2
215	1	175	-21	1
216	1	-724	-38	1
217	1	-409	-266	2
218	1	278	139	2
219	1	407	1	2
220	1	347	-132	2
221	1	45	-121	2
222	1	390	-59	2
223	1	302	51	2
224	1	366	359	2
225	1	640	147	2
226	1	148	-194	2
227	1	184	262	2
228	1	464	4	2
229	1	567	134	2
230	1	464	224	2
231	1	423	-116	2
232	1	105	47	1
233	1	-183	213	1
234	1	-339	7	1
235	1	-274	-180	1
236	1	-429	70	1
237	1	-469	174	1
238	1	-148	-318	1
239	1	-323	-61	1
240	1	-545	-126	1
241	1	-407	188	1
242	1	-183	249	1
243	1	-467	-47	1
244	1	-486	-110	1
245	1	-279	313	2
246	1	114	173	2
247	1	481	27	2
248	1	459	-50	2
249	1	99	-163	2
250	1	247	57	1
251	1	-601	96	1
252	1	86	107	1
253	1	-299	-4	1
254	1	-583	27	1
255	1	-545	64	1
256	1	-118	-64	1
257	1	-229	-110	1
258	1	-262	152	1
259	1	-354	-206	2
260	1	1	294	1
261	1	-387	-41	1
262	1	-192	18	1
263	1	-345	241	1
264	1	-229	122	1
265	1	-389	71	1
266	1	-469	-150	1
267	1	-256	-113	1
268	1	-255	114	2
269	1	575	-82	2
270	1	251	228	2
271	1	324	-124	1
272	1	-254	190	1
273	1	-336	83	1
274	1	-72	68	1
275	1	-283	-36	1
276	1	-261	38	1
277	1	-586	-212	2
278	1	329	-153	2
279	1	224	83	1
280	1	-325	207	1
281	1	-333	3	1
282	1	-198	20	1
283	1	-439	100	1
284	1	-468	229	1
285	1	-345	12	1
286	1	-315	-157	1
287	1	-293	-111	1
288	1	-83	60	1
289	1	-396	46	1
290	1	-283	-59	1
291	1	-85	14	1
292	1	-358	209	1
293	1	-688	-82	1
294	1	-451	-82	1
295	1	-245	-53	1
296	1	-308	27	1
297	1	-323	30	1
298	1	-789	30	1
299	1	-321	-40	1
300	1	-337	-51	1
301	1	-394	105	2
302	1	407	330	2
303	1	273	-1	2
304	1	167	-13	2
305	1	346	-14	2
306	1	391	87	2
307	1	92	-41	2
308	1	546	-100	2
309	1	359	134	2
310	1	305	-114	2
311	1	221	-188	2
312	1	250	-37	2
313	1	91	143	2
314	1	98	-130	1
315	1	-285	-186	1
316	1	-191	-240	1
317	1	-294	-37	1
318	1	-369	48	1
319	1	-333	155	1
320	1	-334	89	1
321	1	-262	44	1
322	1	-450	37	1
323	1	-352	65	1
324	1	-627	95	1
325	1	-249	-220	2
326	1	429	279	2
327	1	50	-102	2
328	1	292	111	2
329	1	321	89	1
330	1	140	4	1
331	1	-328	-1	1
332	1	-392	-18	1
333	1	-357	149	1
334	1	-261	95	1
335	1	-241	183	1
336	1	-503	-182	1
337	1	-395	211	1
338	1	-404	-198	1
339	1	-517	190	1
340	1	-404	-130	2
341	1	126	-188	2
342	1	235	-228	2
343	1	202	-53	2
344	1	492	-248	2
345	1	346	-199	2
346	1	404	-161	2
347	1	172	143	2
348	1	408	-289	2
349	1	366	281	2
350	1	427	24	2
351	1	180	115	2
352	1	396	-99	2
353	1	501	-22	2
354	1	417	-106	2
355	1	285	51	2
356	1	406	176	2
357	1	400	-151	2
358	1	284	206	2
359	1	204	-37	2
360	1	407	-2	2
361	1	102	-123	2
362	1	97	-56	1
363	1	-368	78	2
364	1	252	-263	2
365	1	371	-29	2
366	1	584	-22	2
367	1	295	-78	2
368	1	262	-15	2
369	1	385	21	1
370	1	-539	201	2
371	1	237	-77	2
372	1	251	141	2
373	1	317	-284	2
374	1	331	-5	2
375	1	562	-156	2
376	1	276	-49	2
377	1	164	-135	2
378	1	245	-183	2
379	1	612	-144	2
380	1	135	-283	2
381	1	405	-60	2
382	1	405	-62	2
383	1	313	-148	2
384	1	159	262	2
385	1	335	63	2
386	1	216	-338	2
387	1	324	170	1
388	1	-200	-182	1
389	1	-250	-72	1
390	1	-472	57	1
391	1	-455	118	1
392	1	-436	-196	1
393	1	-288	-52	1
394	1	-192	-116	1
395	1	-408	38	1
396	1	-130	133	1
397	1	-336	-15	1
398	1	-365	-266	1
399	1	-267	-44	1
400	1	-267	-25	1
401	3	494	-198	1
402	3	-381	74	1
403	3	-25	-33	1
404	3	-247	140	1
405	3	-60	-212	1
406	3	-326	158	2
407	3	276	-82	1
408	3	-375	-180	1
409	3	-575	114	1
410	3	-287	-47	2
411	3	127	16	1
412	3	-141	-177	2
413	3	455	-184	2
414	3	466	-72	2
415	3	129	-63	1
416	3	-307	128	1
417	3	-170	217	2
418	3	237	-34	2
419	3	333	4	2
420	3	430	-132	1
421	3	-367	-60	1
422	3	-269	-81	1
423	3	-284	-104	1
424	3	-312	415	2
425	3	54	-65	2
426	3	138	8	2
427	3	327	-56	2
428	3	328	-260	2
429	3	109	46	2
430	3	29	-59	2
431	3	354	236	2
432	3	279	-27	2
433	3	290	170	2
434	3	532	50	1
435	3	-468	-52	2
436	3	518	-124	1
437	3	-379	14	1
438	3	-154	146	1
439	3	-450	-71	1
440	3	-573	-236	2
441	3	170	-40	2
442	3	313	279	1
443	3	-91	-291	2
444	3	410	24	2
445	3	348	102	2
446	3	340	79	2
447	3	359	-166	2
448	3	272	154	1
449	3	-241	83	1
450	3	-342	272	1
451	3	-322	-44	1
452	3	-645	-15	1
453	3	-259	-96	1
454	3	-424	-1	1
455	3	-357	-100	2
456	3	227	-120	2
457	3	438	-81	2
458	3	444	152	2
459	3	198	64	2
460	3	257	144	1
461	3	-103	3	1
462	3	-267	13	1
463	3	-231	-212	1
464	3	-152	-147	1
465	3	-639	-28	1
466	3	-338	-54	2
467	3	405	73	2
468	3	456	-49	2
469	3	197	-475	2
470	3	116	-167	2
471	3	428	144	1
472	3	-127	-116	2
473	3	241	15	2
474	3	187	-104	2
475	3	402	71	2
476	3	-4	36	1
477	3	-219	44	1
478	3	-298	-100	1
479	3	-488	-280	1
480	3	-350	-49	1
481	3	-482	53	1
482	3	-377	-51	2
483	3	517	79	2
484	3	69	258	2
485	3	137	-7	2
486	3	367	-10	1
487	3	-311	12	2
488	3	412	222	2
489	3	308	-41	1
490	3	-213	131	2
491	3	38	-64	1
492	3	-282	-178	1
493	3	-327	-268	1
494	3	-154	-68	2
495	3	14	-198	1
496	3	-209	-63	1
497	3	-440	160	1
498	3	-471	71	2
499	3	389	-112	2
500	3	154	108	1
501	3	-584	71	1
502	3	-474	-30	1
503	3	-495	-121	1
504	3	-221	83	2
505	3	360	-104	2
506	3	285	39	2
507	3	178	324	1
508	3	-361	2	1
509	3	-280	-56	1
510	3	-433	-44	1
511	3	-127	19	1
512	3	-274	141	2
513	3	332	-110	1
514	3	-125	163	2
515	3	249	54	2
516	3	420	-30	2
517	3	40	103	1
518	3	-197	99	1
519	3	-419	-133	2
520	3	202	-114	2
521	3	351	-213	2
522	3	293	-118	2
523	3	342	-75	2
524	3	341	-152	2
525	3	428	58	2
526	3	-10	295	1
527	3	-410	48	1
528	3	-178	-289	1
529	3	-363	200	1
530	3	-314	32	1
531	3	-172	65	1
532	3	-252	52	1
533	3	-329	189	1
534	3	-427	138	1
535	3	-193	241	2
536	3	-13	-61	1
537	3	-481	1	2
538	3	522	45	2
539	3	277	24	2
540	3	347	51	2
541	3	340	-354	2
542	3	265	93	2
543	3	285	147	1
544	3	37	115	1
545	3	-595	-14	1
546	3	-563	-50	1
547	3	-108	92	1
548	3	-256	104	2
549	3	540	-97	2
550	3	347	113	2
551	3	321	31	1
552	3	-396	68	1
553	3	-281	229	2
554	3	239	90	2
555	3	-38	56	2
556	3	299	-168	1
557	3	62	-198	1
558	3	-252	-250	2
559	3	376	248	2
560	3	221	-47	2
561	3	184	101	2
562	3	408	-18	2
563	3	317	-46	1
564	3	-449	-46	2
565	3	513	178	2
566	3	264	-48	2
567	3	385	-27	2
568	3	291	-136	2
569	3	400	39	2
570	3	365	-417	2
571	3	455	52	2
572	3	226	-79	2
573	3	70	180	2
574	3	687	244	2
575	3	426	72	2
576	3	200	-223	2
577	3	358	159	2
578	3	339	-27	1
579	3	-348	76	2
580	3	299	-4	1
581	3	-255	-158	2
582	3	564	271	2
583	3	390	-221	1
584	3	-366	101	1
585	3	-502	-145	2
586	3	357	-67	2
587	3	212	-24	2
588	3	357	-187	2
589	3	165	160	2
590	3	22	67	2
591	3	413	-99	2
592	3	213	-168	2
593	3	194	213	2
594	3	390	-128	1
595	3	-340	293	2
596	3	506	115	2
597	3	264	49	2
598	3	90	-131	2
599	3	331	167	2
600	3	452	200	1
601	6	-64	-122	2
602	6	376	-40	1
603	6	-171	-22	2
604	6	438	-154	1
605	6	63	242	2
606	6	197	317	1
607	6	-143	115	2
608	6	455	118	1
609	6	-413	85	2
610	6	473	41	1
611	6	-523	92	2
612	6	222	-176	2
613	6	335	-41	1
614	6	-145	-195	2
615	6	410	-372	1
616	6	-175	101	1
617	6	-574	-540	2
618	6	338	-71	1
619	6	-467	-16	2
620	6	369	257	2
621	6	106	-79	1
622	6	-52	14	2
623	6	298	7	1
624	6	-280	13	2
625	6	109	-47	1
626	6	-177	306	2
627	6	404	423	1
628	6	-493	-46	2
629	6	73	-66	2
630	6	301	420	1
631	6	-112	157	2
632	6	814	216	1
633	6	-340	-19	2
634	6	454	33	1
635	6	-358	36	2
636	6	149	-143	2
637	6	104	54	1
638	6	-281	-363	2
639	6	436	233	1
640	6	-223	-4	2
641	6	166	-329	1
642	6	-67	336	2
643	6	655	-142	1
644	6	-469	-144	2
645	6	566	307	1
646	6	-314	-118	2
647	6	405	-68	1
648	6	-198	313	2
649	6	35	-23	1
650	6	-549	156	1
651	6	-112	-37	2
652	6	472	162	1
653	6	-275	140	2
654	6	322	60	1
655	6	-197	97	1
656	6	-201	27	2
657	6	243	-137	1
658	6	81	46	2
659	6	277	106	1
660	6	-155	-44	2
661	6	431	-19	1
662	6	-553	102	2
663	6	397	95	1
664	6	-471	159	2
665	6	271	219	1
666	6	46	398	2
667	6	30	-122	1
668	6	-468	139	2
669	6	410	230	1
670	6	-148	-291	1
671	6	-222	27	1
672	6	-330	305	2
673	6	184	152	1
674	6	-348	-115	2
675	6	418	-124	1
676	6	-138	-265	2
677	6	380	-152	1
678	6	-208	-237	2
679	6	306	217	1
680	6	-332	310	2
681	6	119	82	1
682	6	-418	88	2
683	6	620	-144	1
684	6	-327	-254	2
685	6	351	143	1
686	6	-183	-369	2
687	6	215	-276	1
688	6	-888	-49	2
689	6	437	-21	1
690	6	-267	-34	2
691	6	529	452	1
692	6	213	12	2
693	6	408	-127	1
694	6	-224	-315	2
695	6	316	-22	1
696	6	-248	74	2
697	6	227	-215	1
698	6	-590	1	2
699	6	681	161	1
700	6	-410	61	2
701	6	1	-460	1
702	6	-52	68	2
703	6	7	-44	2
704	6	190	-174	1
705	6	-366	-387	2
706	6	-32	178	1
707	6	-709	-112	2
708	6	274	-164	1
709	6	-213	204	2
710	6	323	-237	2
711	6	301	-67	1
712	6	-241	-40	2
713	6	477	36	1
714	6	34	23	2
715	6	600	104	1
716	6	-439	144	2
717	6	541	249	1
718	6	-414	-540	2
719	6	515	289	2
720	6	476	-292	1
721	6	-183	345	1
722	6	-461	-295	2
723	6	261	80	1
724	6	-158	256	2
725	6	508	393	1
726	6	-367	111	1
727	6	-303	281	2
728	6	314	-205	2
729	6	105	-18	2
730	6	276	166	1
731	6	-460	79	2
732	6	459	-33	1
733	6	-377	-49	2
734	6	367	437	1
735	6	-155	147	2
736	6	410	19	1
737	6	-14	-195	2
738	6	342	249	1
739	6	-552	1	2
740	6	253	206	1
741	6	-592	122	2
742	6	269	126	2
743	6	20	2	1
744	6	-427	136	2
745	6	465	-9	2
746	6	701	-17	2
747	6	352	-180	1
748	6	-508	83	2
749	6	265	17	1
750	6	-213	45	2
751	6	362	280	1
752	6	-4	109	1
753	6	-356	-317	2
754	6	-7	8	1
755	6	-775	15	1
756	6	-600	141	2
757	6	409	-250	1
758	6	107	-334	2
759	6	285	23	1
760	6	-320	241	2
761	6	273	48	1
762	6	-230	-100	2
763	6	49	105	1
764	6	-436	-176	2
765	6	373	-6	2
766	6	359	431	1
767	6	-447	-35	2
768	6	302	197	1
769	6	-304	68	2
770	6	400	110	1
771	6	-303	75	2
772	6	380	19	1
773	6	-311	-385	2
774	6	208	196	1
775	6	-581	-418	2
776	6	160	15	1
777	6	-308	27	2
778	6	121	-94	1
779	6	-290	39	2
780	6	478	-25	1
781	6	-423	40	2
782	6	292	-72	2
783	6	571	25	1
784	6	-398	338	2
785	6	195	-204	1
786	6	-137	84	2
787	6	121	-82	1
788	6	-179	76	2
789	6	176	207	1
790	6	-630	66	2
791	6	448	-21	1
792	6	-244	297	2
793	6	23	-48	1
794	6	-178	46	2
795	6	353	203	1
796	6	-193	-191	2
797	6	252	338	1
798	6	-370	-160	2
799	6	199	-3	1
800	6	-218	141	2
801	2	-566	-98	1
802	2	-109	-2	1
803	2	-437	-350	1
804	2	-134	7	1
805	2	-239	77	2
806	2	400	-45	2
807	2	-38	203	2
808	2	284	146	1
809	2	-793	-106	1
810	2	36	-276	1
811	2	-521	-138	1
812	2	-453	-91	1
813	2	-1	25	1
