trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
91,sad,low,low,1,0.25,12,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.901
92,sad,low,high,1.5,0.25,12,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_075_.jpg,0.901
93,angry,high,low,1,0.25,12,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_050_.jpg,0.901
94,sad,high,high,1.5,0.25,12,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_075_.jpg,0.901
95,angry,high,low,1,0.25,12,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Ang_075_.jpg,0.901
96,sad,low,high,1.5,0.25,12,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_075_.jpg,0.901
97,angry,low,high,1,0.25,12,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_075_.jpg,0.901
98,angry,high,high,0.5,0.25,12,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_075_.jpg,0.901
99,angry,low,low,1.5,0.25,12,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_050_.jpg,0.901
100,sad,low,low,0.5,0.25,12,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_050_.jpg,0.901
101,angry,high,high,1.5,0.25,12,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_075_.jpg,0.901
102,sad,low,low,1,0.25,12,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_075_.jpg,0.901
103,angry,low,high,0.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_075_.jpg,0.901
104,sad,high,low,0.5,0.916666667,24,1,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_050_.jpg,0.901
105,sad,high,high,1.5,0.916666667,24,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_100_.jpg,0.901
106,angry,low,low,1,0.916666667,24,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_050_.jpg,0.901
107,sad,high,high,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_075_.jpg,0.901
108,angry,low,low,1,0.916666667,24,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_050_.jpg,0.901
109,sad,low,high,0.5,0.916666667,24,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_100_.jpg,0.901
110,sad,high,low,1,0.916666667,24,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_075_.jpg,0.901
111,angry,low,low,1.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_050_.jpg,0.901
112,angry,low,high,0.5,0.916666667,24,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.901
113,angry,low,low,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_050_.jpg,0.901
114,sad,high,high,1,0.916666667,24,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_075_.jpg,0.901
115,sad,high,low,1.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.901
116,angry,low,high,1,0.916666667,24,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.901
117,angry,low,high,1.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_075_.jpg,0.901
118,sad,high,low,0.5,0.916666667,24,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_050_.jpg,0.901
119,angry,high,low,1.5,0.916666667,24,0,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_050_.jpg,0.901
120,sad,high,high,1,0.916666667,24,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_075_.jpg,0.901
121,angry,low,high,0.5,0.916666667,24,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_075_.jpg,0.901
122,sad,high,low,1,0.916666667,24,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_075_.jpg,0.901
123,angry,low,high,1.5,0.916666667,24,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.901
124,sad,high,low,1.5,0.916666667,24,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_050_.jpg,0.901
125,angry,low,high,1,0.916666667,24,1,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Ang_100_.jpg,0.901
126,sad,high,low,0.5,0.916666667,24,1,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_050_.jpg,0.901
