trial_number,stim_type,tone,intensity,ITI,prob_hightone_sad,block_length,expectation,gender,ID,stim_paths,response_duration
187,sad,high,high,1.5,0.416666667,36,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_100_.jpg,0.901
188,angry,high,low,1.5,0.416666667,36,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_050_.jpg,0.901
189,sad,low,high,1,0.416666667,36,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_100_.jpg,0.901
190,angry,low,low,0.5,0.416666667,36,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Ang_050_.jpg,0.901
191,sad,low,low,1.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_050_.jpg,0.901
192,sad,high,low,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_050_.jpg,0.901
193,angry,low,high,1,0.416666667,36,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_075_.jpg,0.901
194,angry,low,high,1.5,0.416666667,36,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Ang_075_.jpg,0.901
195,sad,high,low,1,0.416666667,36,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_075_.jpg,0.901
196,angry,high,high,1.5,0.416666667,36,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Ang_100_.jpg,0.901
197,angry,high,high,1,0.416666667,36,0,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_075_.jpg,0.901
198,sad,high,low,0.5,0.416666667,36,1,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_050_.jpg,0.901
199,sad,low,high,1.5,0.416666667,36,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Sad_075_.jpg,0.901
200,angry,high,low,0.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_050_.jpg,0.901
201,sad,high,high,1,0.416666667,36,1,F,M4,/js/tasks/emotional_faces/media/faces/MC04_Sad_100_.jpg,0.901
202,angry,low,low,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Ang_050_.jpg,0.901
203,sad,low,high,1.5,0.416666667,36,0,M,M9,/js/tasks/emotional_faces/media/faces/MC09_Sad_075_.jpg,0.901
204,angry,high,low,1,0.416666667,36,0,M,M8,/js/tasks/emotional_faces/media/faces/MC08_Ang_050_.jpg,0.901
205,angry,low,high,1.5,0.416666667,36,1,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Ang_075_.jpg,0.901
206,sad,low,low,1,0.416666667,36,0,F,M2,/js/tasks/emotional_faces/media/faces/MC02_Sad_050_.jpg,0.901
207,sad,high,high,0.5,0.416666667,36,1,M,M7,/js/tasks/emotional_faces/media/faces/MC07_Sad_075_.jpg,0.901
208,sad,low,low,1.5,0.416666667,36,0,F,M5,/js/tasks/emotional_faces/media/faces/MC05_Sad_050_.jpg,0.901
